,Original Name,Search Names,6p_Total,6p_def_Total,3p_Total,Name Count,Family Size 1,Family Size 2,Location 1,Location 2,Match Reason 1,Match Reason 2,Match Status 1,Match Status 2,Slavecount 1,Slavecount 2,url 1,url 2
812,{'John Pickle'},['John Pickle'],0.0,0.0,131.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Pickle&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
813,{'Jesse Selleck'},['Jesse Selleck'],0.0,0.0,129.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jesse_Selleck&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
814,{'James Casey'},['James Casey'],0.0,0.0,128.0,1,,, Albany,,Only Location Found,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Casey&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
815,{'Rachael VanNarck'},['Rachael VanNarck'],0.0,0.0,128.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=_Rachael VanNarck&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
816,{'John Goodwin'},['John Goodwin'],0.0,0.0,127.0,1,,, New York,,Only Location Found,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Goodwin&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
817,{'Henry Rutgers'},['Henry Rutgers'],0.0,0.0,124.0,1,8,,"New York City Out Ward, New York, New York",,Full Match,,Match,,2,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry_Rutgers&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
818,{'John Warford'},['John Warford'],0.0,0.0,124.0,1,14,,"Salem, Washington, New York",,Full Match,,Match,,5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Warford&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
819,{'John Boyd'},['John Boyd'],0.0,0.0,122.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Boyd&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
820,{'John Van Ness'},['John Van Ness'],0.0,0.0,122.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Van Ness&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
821,{'Titus Sheet'},['Titus Sheet'],0.0,0.0,120.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Titus_Sheet&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
822,{'Jonathan Sayre'},['Jonathan Sayre'],0.0,0.0,119.0,1,11,,"Goshen, Orange, New York",,Full Match,,Match,,1,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jonathan_Sayre&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
823,{'Benjamin M Mumford'},['Benjamin M Mumford'],0.0,0.0,118.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Benjamin M_Mumford&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
824,{'Abijah Holbrook'},['Abijah Holbrook'],0.0,0.0,117.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abijah_Holbrook&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
825,{'Jonathan Davenport'},['Jonathan Davenport'],0.0,0.0,117.0,1,8,,"Hillsdale, Columbia, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jonathan_Davenport&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
826,{'Thomas Pearsall'},['Thomas Pearsall'],0.0,0.0,117.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Pearsall&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
827,{'Elias Dayton'},['Elias Dayton'],0.0,0.0,116.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elias_Dayton&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
828,{'James Tylee'},['James Tylee'],0.0,0.0,115.0,1,7,,"New York City North Ward, New York, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Tylee&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
829,{'Matthew Paterson'},['Matthew Paterson'],0.0,0.0,115.0,1,14,,"Fredericksontown, Dutchess, New York",,Full Match,,Match,,3,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Matthew_Paterson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
830,{'Nehemiah Wade'},['Nehemiah Wade'],0.0,0.0,115.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nehemiah_Wade&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
831,{'Gilbert Groteclass'},['Gilbert Groteclass'],0.0,0.0,114.0,1,3,,"New York City West Ward, New York, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Gilbert_Groteclass&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
832,{'Abraham Fowler'},['Abraham Fowler'],0.0,0.0,112.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abraham_Fowler&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
833,{'Charles Martin and Co'},['Charles Martin'],0.0,0.0,111.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Charles_Martin&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
834,{'Joseph Bellknap'},['Joseph Bellknap'],0.0,0.0,111.0,1,10,,"New Windsor, Ulster, New York",,Full Match,,Match,,1,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Bellknap&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
835,{'Isaac Backer'},['Isaac Backer'],0.0,0.0,110.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Isaac_Backer&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
836,{'Toney Freeman'},['Toney Freeman'],0.0,0.0,110.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Toney_Freeman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
837,{'Hy Benson'},['Hy Benson'],0.0,0.0,109.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Hy_Benson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
838,{'Peter Schuyler'},['Peter Schuyler'],0.0,0.0,109.0,1,,, Montgomery,,Only Location Found,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Peter_Schuyler&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
839,{'Samuel W Johnson'},['Samuel W Johnson'],0.0,0.0,109.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel W_Johnson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
840,{'Catherine Mathewman'},['Catherine Mathewman'],0.0,0.0,108.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Catherine_Mathewman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
841,{'Elias Cowles'},['Elias Cowles'],0.0,0.0,108.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elias_Cowles&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
842,{'Gideon Young and Sons'},['Gideon Young'],0.0,0.0,108.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Gideon_Young&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
843,{'John Liswell'},['John Liswell'],0.0,0.0,108.0,1,4,,"Watervliet, Albany, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Liswell&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
844,{'Caleb Camp'},['Caleb Camp'],0.0,0.0,105.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Caleb_Camp&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
845,{'Enoch Vreeland'},['Enoch Vreeland'],0.0,0.0,105.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Enoch_Vreeland&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
846,{'David Lydig'},['David Lydig'],0.0,0.0,102.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Lydig&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
847,{'James Requa'},['James Requa'],0.0,0.0,102.0,1,,, Westchester,,Only Location Found,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Requa&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
848,{'Jacob Vanderheyden'},['Jacob Vanderheyden'],0.0,0.0,101.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=_Jacob Vanderheyden&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
849,{'John M Hesson'},['John M Hesson'],0.0,0.0,101.0,1,,, Albany,,Only Location Found,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John M_Hesson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
850,{'William C Mumford'},['William C Mumford'],0.0,0.0,100.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William C_Mumford&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
851,{'Jeremiah Ballard'},['Jeremiah Ballard'],0.0,0.0,99.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jeremiah_Ballard&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
852,{'Moses Estey'},['Moses Estey'],0.0,0.0,99.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Moses_Estey&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
853,{'William Irving'},['William Irving'],0.0,0.0,99.0,1,7,,"Newburgh, Ulster, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Irving&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
854,{'John Targe'},['John Targe'],0.0,0.0,98.0,1,6,,"New York City East Ward, New York, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Targe&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
855,{'Gerrard Walton'},['Gerrard Walton'],0.0,0.0,96.0,1,8,,"New York City Montgomery Ward, New York, New York",,Full Match,,Match,,6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Gerrard_Walton&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
856,{'Enoch Parsons'},['Enoch Parsons'],0.0,0.0,95.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Enoch_Parsons&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
857,{'Cornelius Van der Bergh'},['Cornelius Van der Bergh'],0.0,0.0,94.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Cornelius Van_der Bergh&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
