,Delegates,Loan Matches,Scores,state
0,William Patterson,William Patterson,100.0,6.0
3,Elbridge Gerry,Elbridge Gerry,100.0,2.0
4,Elbridge Gerry,Elbridge Gerry,100.0,6.0
6,Thomas Mifflin,Thomas Mifflin,100.0,6.0
9,Robert Morris,Robert Morris,100.0,6.0
12,George Clymer,George Clymer,100.0,6.0
15,William Livingston,William Livingston,100.0,5.0
18,James Wilson,James Wilson,100.0,4.0
19,James Wilson,James Wilson,100.0,6.0
21,Nicholas Gilman,Nicholas Gilman,100.0,2.0
24,John Langdon,John Langdon,100.0,1.0
27,Caleb Strong,Caleb Strong,100.0,2.0
30,George Washington,George Washington,100.0,8.0
33,Benjamin Franklin,Benjamin Franklin,100.0,6.0
36,Luther Martin,Luther Martin,100.0,8.0
39,James McClurg,James McClurg,100.0,9.0
42,Jacob Broom,Jacob Broom,100.0,7.0
45,John Dickinson,John Dickinson,100.0,3.0
48,David Brearley,David Brearley,100.0,5.0
51,George Read,George Read,100.0,7.0
52,George Read,George Read,100.0,9.0
54,Oliver Ellsworth,Oliver Ellsworth,100.0,3.0
57,Roger Sherman,Roger Sherman,100.0,3.0
60,William C. Houston,William C. Huston,97.14285714285714,5.0
63,William Paterson,William Palterson,96.96969696969697,5.0
66,William Paterson,William Patterson,96.96969696969697,6.0
69,Oliver Elsworth,Oliver Ellsworth,96.7741935483871,3.0
72,Nicholas Gilman,Nichols Gilman,96.55172413793103,1.0
75,William Blount,William Blunt,96.29629629629629,9.0
78,David Brearly,David Brearley,96.29629629629629,5.0
81,James Wilson,James Willson,96.0,3.0
82,James Wilson,James Willson,96.0,4.0
83,James Wilson,James Willson,96.0,5.0
84,John F. Mercer,John Mercer,95.0,8.0
87,George Washington,George Washington Esqr,95.0,9.0
90,William L. Pierce,William Pierce,95.0,6.0
93,Gunning Bedford Jr.,Gunning Bedford,95.0,6.0
94,Gunning Bedford Jr.,Gunning Bedford,95.0,7.0
96,William Samuel Johnson,William Johnson,95.0,7.0
97,William Samuel Johnson,William Johnson,95.0,8.0
99,William Samuel Johnson,Samuel Johnson,90.0,5.0
100,William Samuel Johnson,Samuel Johnson,90.0,6.0
102,George Clymer,his inlaws george clymer,90.0,6.0
105,George Washington,George Washington Trustees,90.0,9.0
0,Nicholas Gilman,Nicholas Gilman,100.0,NH
1,Nicholas Gilman,Nicholas Gilman,100.0,NJ
8,James Wilson,James Wilson,100.0,NH
9,James Wilson,James Wilson,100.0,NJ
10,James Wilson,James Wilson,100.0,MA
11,James Wilson,James Wilson,100.0,CT
12,James Wilson,James Wilson,100.0,NY
13,James Wilson,James Wilson,100.0,PA
14,James Wilson,James Wilson,100.0,unspecified
15,James Wilson,James Wilson,100.0,MD
16,Alexander Martin,Alexander Martin,100.0,PA
24,John Blair,John Blair,100.0,MA
25,John Blair,John Blair,100.0,NJ
26,John Blair,John Blair,100.0,PA
27,John Blair,John Blair,100.0,unspecified
28,John Blair,John Blair,100.0,MD
32,Jonathan Dayton,Jonathan Dayton,100.0,MA
33,Jonathan Dayton,Jonathan Dayton,100.0,NJ
34,Jonathan Dayton,Jonathan Dayton,100.0,unspecified
40,William Paterson,William Paterson,100.0,CS
48,Robert Morris,Robert Morris,100.0,NY
56,George Mason,George Mason,100.0,MA
64,William Patterson,William Patterson,100.0,CS
65,William Patterson,William Patterson,100.0,DE
66,William Patterson,William Patterson,100.0,NY
67,William Patterson,William Patterson,100.0,PA
68,William Patterson,William Patterson,100.0,MD
69,William Patterson,William Patterson,100.0,NC
72,Richard Bassett,Richard Bassett,100.0,unspecified
80,George Read,George Read,100.0,CT
88,William Paterson,William Patterson,96.96969696969697,CS
89,William Paterson,William Patterson,96.96969696969697,DE
90,William Paterson,William Patterson,96.96969696969697,NY
91,William Paterson,William Patterson,96.96969696969697,PA
92,William Paterson,William Patterson,96.96969696969697,MD
93,William Paterson,William Patterson,96.96969696969697,NC
96,William Patterson,William Paterson,96.96969696969697,CS
104,Abraham Baldwin,Abraham Baldwine,96.7741935483871,CT
112,James Wilson,James Willson,96.0,MA
113,James Wilson,James Willson,96.0,unspecified
114,James Wilson,James Willson,96.0,NY
115,James Wilson,James Willson,96.0,PA
116,James Wilson,James Willson,96.0,MD
117,James Wilson,James Willson,96.0,NC
120,John Blair,John Blaire,95.23809523809524,NJ
128,Charles Pinckney,Charles C Pinckney,95.0,unspecified
136,William Samuel Johnson,William Johnson,95.0,CT
137,William Samuel Johnson,William Johnson,95.0,unspecified
138,William Samuel Johnson,William Johnson,95.0,MA
139,William Samuel Johnson,William Johnson,95.0,NJ
140,William Samuel Johnson,William Johnson,95.0,NY
141,William Samuel Johnson,William Johnson,95.0,VA
142,William Samuel Johnson,William Johnson,95.0,MD
144,John Lansing Jr.,John Lansing,95.0,unspecified
152,John F. Mercer,John Mercer,95.0,unspecified
160,Luther Martin,Martin Luther,95.0,CT
168,William L. Pierce,William Pierce,95.0,MA
169,William L. Pierce,William Pierce,95.0,CT
170,William L. Pierce,William Pierce,95.0,unspecified
171,William L. Pierce,William Pierce,95.0,NC
176,William Samuel Johnson,Samuel Johnson,90.0,MA
177,William Samuel Johnson,Samuel Johnson,90.0,NJ
178,William Samuel Johnson,Samuel Johnson,90.0,RI
179,William Samuel Johnson,Samuel Johnson,90.0,CS
180,William Samuel Johnson,Samuel Johnson,90.0,NY
181,William Samuel Johnson,Samuel Johnson,90.0,unspecified
184,William C. Houston,William Huston,87.5,PA
192,William R. Davie,William Davies,86.66666666666667,MD
0,William Samuel Johnson,Samuel Johnson,90.0,Marine
35,George Read,George Read,100.0,DE
51,Jacob Broom,Jacob Broom,100.0,DE
116,William Paterson,William Paterson,100.0,DE
191,William Patterson,William Paterson,96.96969696969697,DE
288,John Langdon,John Langdon,100.0,MA
285,Elbridge Gerry,Eldbridge Gerry,96.55172413793103,MA
54,John Langdon,John Langdon,100.0,NH
106,John Dickinson,John Dickinson,100.0,NJ
555,Robert Morris,Robert Morris,100.0,NJ
571,James Wilson,James Willson,96.0,NJ
401,Jonathan Dayton,Jonathan I Dayton,95.0,NJ
720,David Brearley,Honorable David Brearley,90.0,NJ
397,David Brearly,Honorable David Brearley,85.5,NJ
440,John Langdon,John Langdon,100.0,NJ
468,William Livingston,William Livingston,100.0,NJ
696,Alexander Martin,Alexander Martin,100.0,NJ
254,William L. Pierce,William Pierce,95.0,NJ
552,John Lansing Jr.,John Lansing,95.0,NJ
75,John Dickinson,John Dickinson,100.0,PA
103,William Houstoun,William Houston,96.7741935483871,PA
189,William C. Houston,William Houston,95.0,PA
639,Alexander Hamilton,Alexander Hamilton,100.0,PA
782,Robert Morris,Robert Morris,100.0,PA
0,William Samuel Johnson,William Johnson,95.0,PA
121,Gunning Bedford Jr.,Gunning Bedford,95.0,PA
1067,Thomas FitzSimons; Fitzsimmons,Thomas Fitzsimmon,87.27272727272728,PA
147,Luther Martin,Luther Martin,100.0,RI
0,John Stevens,John Stevens,100.0,1.0
1,John Stevens,John Stevens,100.0,5.0
2,John Stevens,John Stevens,100.0,6.0
3,John Stevens,John Stevens,100.0,8.0
6,Joseph Hosmer,Joseph Hosmer,100.0,2.0
12,John Davis,John Davis,100.0,3.0
13,John Davis,John Davis,100.0,6.0
18,Thomas Davis,Thomas Davis,100.0,2.0
19,Thomas Davis,Thomas Davis,100.0,6.0
24,John Hamilton,John Hamilton,100.0,6.0
25,John Hamilton,John Hamilton,100.0,7.0
36,Benjamin Ely,Benjamin Ely,100.0,2.0
42,Leonard Williams,Leonard Williams,100.0,2.0
48,Charles Whitman,Charles Whitman,100.0,2.0
54,John Brooks,John Brooks,100.0,2.0
55,John Brooks,John Brooks,100.0,3.0
56,John Brooks,John Brooks,100.0,6.0
60,Benjamin Blaney,Benjamin Blaney,100.0,2.0
66,John Minot,John Minot,100.0,2.0
72,Benjamin Browne,Benjamin Browne,100.0,2.0
78,William Thompson,William Thompson,100.0,2.0
79,William Thompson,William Thompson,100.0,6.0
84,Timothy Winn,Timothy Winn,100.0,2.0
90,John Baxter,John Baxter,100.0,2.0
96,Francis Dana,Francis Dana,100.0,2.0
102,Aaron Wood,Aaron Wood,100.0,2.0
108,Israel Clark,Israel Clark,100.0,2.0
114,Thomas Mighill,Thomas Mighill,100.0,2.0
120,Peter Osgood,Peter Osgood,100.0,2.0
126,John Burnham,John Burnham,100.0,2.0
132,John Glover,John Glover,100.0,2.0
138,Azor Orne,Azor Orne,100.0,2.0
144,Jonathan Cogswell,Jonathan Cogswell,100.0,2.0
150,Joseph Wood,Joseph Wood,100.0,6.0
156,Benjamin Greenleaf,Benjamin Greenleaf,100.0,2.0
162,Thomas Jones,Thomas Jones,100.0,2.0
163,Thomas Jones,Thomas Jones,100.0,3.0
164,Thomas Jones,Thomas Jones,100.0,4.0
165,Thomas Jones,Thomas Jones,100.0,5.0
166,Thomas Jones,Thomas Jones,100.0,6.0
168,William Cushing,William Cushing,100.0,2.0
174,Charles Turner,Charles Turner,100.0,2.0
180,William Shaw,William Shaw,100.0,2.0
181,William Shaw,William Shaw,100.0,6.0
186,Isaac Thompson,Isaac Thompson,100.0,3.0
192,Jonathan Smith,Jonathan Smith,100.0,1.0
193,Jonathan Smith,Jonathan Smith,100.0,2.0
198,John Ashley,John Ashley,100.0,3.0
204,James Carr,James Carr,100.0,1.0
210,Moses Davis,Moses Davis,100.0,1.0
211,Moses Davis,Moses Davis,100.0,2.0
216,Samuel Grant,Samuel Grant,100.0,2.0
222,William Jones,William Jones,100.0,2.0
223,William Jones,William Jones,100.0,3.0
224,William Jones,William Jones,100.0,6.0
225,William Jones,William Jones,100.0,8.0
228,David Gilmore,David Gilmore,100.0,2.0
234,John Dunlap,John Dunlap,100.0,2.0
235,John Dunlap,John Dunlap,100.0,6.0
236,John Dunlap,John Dunlap,100.0,9.0
240,Jacob Willard,Jacob Willard,100.0,2.0
246,John Frye,John Frye,100.0,2.0
252,John Taylor,John Taylor,100.0,2.0
253,John Taylor,John Taylor,100.0,4.0
254,John Taylor,John Taylor,100.0,6.0
255,John Taylor,John Taylor,100.0,7.0
256,John Taylor,John Taylor,100.0,9.0
258,Timothy Parker,Timothy Parker,100.0,2.0
264,Samuel Baker,Samuel Baker,100.0,5.0
270,Jonathan Day,Jonathan Day,100.0,5.0
276,John Fuller,John Fuller,100.0,2.0
282,Abraham Smith,Abraham Smith,100.0,3.0
288,Amos Singletary,Amos Singletary,100.0,2.0
294,John Sprague,John Sprague,100.0,2.0
300,Samuel West,Samuel West,100.0,2.0
306,John Pratt,John Pratt,100.0,2.0
312,Thomas Durfee,Thomas Durfee,100.0,2.0
318,Abraham White,Abraham White,100.0,2.0
324,James Williams,James Williams,100.0,8.0
330,Josiah Smith,Josiah Smith,100.0,2.0
331,Josiah Smith,Josiah Smith,100.0,3.0
336,Abraham Holmes,Abraham Holmes,100.0,6.0
342,Ebenezer Warren,Ebenezer Warren,100.0,2.0
348,Joseph Jackson,Joseph Jackson,100.0,2.0
349,Joseph Jackson,Joseph Jackson,100.0,6.0
354,Henry Wisner,Henry Wisner,100.0,6.0
360,Henry Wynkoop,Henry Wynkoop,100.0,6.0
366,John Boyd,John Boyd,100.0,6.0
372,William Wilson,William Wilson,100.0,6.0
373,William Wilson,William Wilson,100.0,8.0
378,David Deshler,David Deshler,100.0,6.0
384,John Arndt,John Arndt,100.0,6.0
390,John Black,John Black,100.0,6.0
396,Thomas Campbell,Thomas Campbell,100.0,4.0
402,Henry Slagle,Henry Slagle,100.0,6.0
408,Jasper Yeates,Jasper Yeates,100.0,6.0
414,John Hubley,John Hubley,100.0,6.0
420,Sebastian Graff,Sebastian Graff,100.0,6.0
426,Robert Coleman,Robert Coleman,100.0,6.0
432,John Barclay,John Barclay,100.0,4.0
433,John Barclay,John Barclay,100.0,7.0
438,Samuel Ashmead,Samuel Ashmead,100.0,6.0
444,Anthony Wibird,Anthony Wibird,100.0,2.0
450,John Hunn,John Hunn,100.0,6.0
462,Benjamin Rush,Benjamin Rush,100.0,6.0
468,Frederick A. Muhlenberg,Frederick A. Muhlenberg,100.0,6.0
474,Lewis Morris,Lewis Morris,100.0,6.0
480,Philip Livingston,Philip Livingston,100.0,4.0
486,Dirck Wynkoop,Dirck Wynkoop,100.0,4.0
492,George Clinton,George Clinton,100.0,4.0
498,John Smith,John Smith,100.0,2.0
499,John Smith,John Smith,100.0,3.0
500,John Smith,John Smith,100.0,4.0
501,John Smith,John Smith,100.0,5.0
502,John Smith,John Smith,100.0,6.0
503,John Smith,John Smith,100.0,9.0
504,David Hedges,David Hedges,100.0,3.0
510,John Schenck,John Schenck,100.0,6.0
516,Samuel Jones,Samuel Jones,100.0,2.0
517,Samuel Jones,Samuel Jones,100.0,3.0
518,Samuel Jones,Samuel Jones,100.0,6.0
522,Thomas Scott,Thomas Scott,100.0,6.0
528,John Richards,John Richards,100.0,3.0
529,John Richards,John Richards,100.0,6.0
534,James Morris,James Morris,100.0,3.0
535,James Morris,James Morris,100.0,6.0
540,Timothy Pickering,Timothy Pickering,100.0,6.0
546,Daniel Shute,Daniel Shute,100.0,2.0
552,Benjamin Lincoln,Benjamin Lincoln,100.0,2.0
558,Cotton Tufts,Cotton Tufts,100.0,2.0
564,Nathaniel Robbins,Nathaniel Robbins,100.0,2.0
565,Nathaniel Robbins,Nathaniel Robbins,100.0,3.0
570,William Heath,William Heath,100.0,2.0
576,Thomas Russel,Thomas Russel,100.0,3.0
582,John Winthrop,John Winthrop,100.0,2.0
588,John Coffin Jones,John Coffin Jones,100.0,2.0
594,Caleb Davis,Caleb Davis,100.0,2.0
600,William Phillips,William Phillips,100.0,2.0
601,William Phillips,William Phillips,100.0,3.0
602,William Phillips,William Phillips,100.0,5.0
606,Samuel Adams,Samuel Adams,100.0,3.0
612,John Hancock,John Hancock,100.0,3.0
618,William Brown,William Brown,100.0,1.0
619,William Brown,William Brown,100.0,2.0
620,William Brown,William Brown,100.0,6.0
621,William Brown,William Brown,100.0,7.0
624,James Marshall,James Marshall,100.0,6.0
625,James Marshall,James Marshall,100.0,8.0
630,John Baird,John Baird,100.0,5.0
636,Joseph Heister,Joseph Heister,100.0,6.0
642,John Bishop,John Bishop,100.0,6.0
648,John Ludwig,John Ludwig,100.0,6.0
654,Nicholas Lutz,Nicholas Lutz,100.0,6.0
660,Jonathan Hoge,Jonathan Hoge,100.0,6.0
666,Robert Whitehill,Robert Whitehill,100.0,6.0
672,John Harris,John Harris,100.0,2.0
673,John Harris,John Harris,100.0,5.0
674,John Harris,John Harris,100.0,6.0
678,John Whitehill,John Whitehill,100.0,6.0
684,James Campbell,James Campbell,100.0,5.0
685,James Campbell,James Campbell,100.0,6.0
690,John Allison,John Allison,100.0,6.0
696,John Matthews,John Matthews,100.0,8.0
702,William Johnson,William Johnson,100.0,7.0
703,William Johnson,William Johnson,100.0,8.0
708,John Budd,John Budd,100.0,5.0
709,John Budd,John Budd,100.0,6.0
714,William Porter,William Porter,100.0,2.0
726,Benjamin Jones,Benjamin Jones,100.0,3.0
727,Benjamin Jones,Benjamin Jones,100.0,5.0
732,John Brown,John Brown,100.0,1.0
733,John Brown,John Brown,100.0,2.0
734,John Brown,John Brown,100.0,4.0
735,John Brown,John Brown,100.0,5.0
736,John Brown,John Brown,100.0,6.0
738,Thomas Stewart,Thomas Stewart,100.0,6.0
744,Samuel Mason,Samuel Mason,100.0,6.0
750,David Wilson,David Wilson,100.0,8.0
756,Daniel Smith,Daniel Smith,100.0,1.0
757,Daniel Smith,Daniel Smith,100.0,3.0
758,Daniel Smith,Daniel Smith,100.0,6.0
762,James Thompson,James Thompson,100.0,2.0
763,James Thompson,James Thompson,100.0,3.0
764,James Thompson,James Thompson,100.0,5.0
765,James Thompson,James Thompson,100.0,6.0
768,John Scott,John Scott,100.0,6.0
769,John Scott,John Scott,100.0,7.0
770,John Scott,John Scott,100.0,8.0
774,John Rhea,John Rhea,100.0,5.0
780,John Willis,John Willis,100.0,5.0
786,Isaac Clarke,Isaac Clarke,100.0,3.0
792,William Robinson,William Robinson,100.0,6.0
793,William Robinson,William Robinson,100.0,9.0
798,John Edwards,John Edwards,100.0,3.0
799,John Edwards,John Edwards,100.0,6.0
804,William Bailey ,William Bailey,100.0,2.0
805,William Bailey ,William Bailey,100.0,3.0
806,William Bailey ,William Bailey,100.0,8.0
810,Samuel Simpson,Samuel Simpson,100.0,6.0
816,James Armstrong,James Armstrong,100.0,7.0
822,John Skinner,John Skinner,100.0,5.0
823,John Skinner,John Skinner,100.0,8.0
828,John Swan,John Swan,100.0,2.0
829,John Swan,John Swan,100.0,3.0
830,John Swan,John Swan,100.0,6.0
834,George Mitchell,George Mitchell,100.0,6.0
840,William Johnston,William Johnston,100.0,9.0
846,James Porter,James Porter,100.0,6.0
852,William Martin,William Martin,100.0,8.0
858,John Moore,John Moore,100.0,1.0
859,John Moore,John Moore,100.0,3.0
860,John Moore,John Moore,100.0,6.0
861,John Moore,John Moore,100.0,8.0
864,David Caldwell,David Caldwell,100.0,6.0
870,John Hunt,John Hunt,100.0,3.0
871,John Hunt,John Hunt,100.0,6.0
876,John Pickering,John Pickering,100.0,2.0
882,John Calfe,John Calfe,100.0,1.0
888,John Taylor Gilman,John Taylor Gilman,100.0,1.0
894,Joseph Blanchard,Joseph Blanchard,100.0,2.0
900,Thomas Dawes,Thomas Dawes,100.0,2.0
906,Jeremiah Ripley,Jeremiah Ripley,100.0,3.0
912,Ebenezer Smith,Ebenezer Smith,100.0,3.0
913,Ebenezer Smith,Ebenezer Smith,100.0,6.0
918,Stephen Dole,Stephen Dole,100.0,1.0
924,Jacob Green,Jacob Green,100.0,5.0
930,William Hunt,William Hunt,100.0,6.0
936,Thomas Penniman,Thomas Penniman,100.0,2.0
942,John Cochran,John Cochran,100.0,6.0
948,William Page,William Page,100.0,2.0
954,Joseph Badger,Joseph Badger,100.0,1.0
960,Thomas Chase,Thomas Chase,100.0,2.0
966,Benjamin West,Benjamin West,100.0,2.0
972,John Weeks,John Weeks,100.0,1.0
978,Samuel Young,Samuel Young,100.0,3.0
984,Josiah Bartlett,Josiah Bartlett,100.0,1.0
990,William Simpson,William Simpson,100.0,6.0
991,William Simpson,William Simpson,100.0,8.0
996,William Abbott,William Abbott,100.0,3.0
1002,Jeremiah Fogg,Jeremiah Fogg,100.0,1.0
1008,Jonathan Freeman,Jonathan Freeman,100.0,2.0
1014,Jesse Johnson,Jesse Johnson,100.0,1.0
1015,Jesse Johnson,Jesse Johnson,100.0,6.0
1020,Moses Carr,Moses Carr,100.0,1.0
1026,Samuel Griffin,Samuel Griffin,100.0,2.0
1027,Samuel Griffin,Samuel Griffin,100.0,3.0
1028,Samuel Griffin,Samuel Griffin,100.0,6.0
1029,Samuel Griffin,Samuel Griffin,100.0,9.0
1032,Jonathan Chase,Jonathan Chase,100.0,1.0
1038,Ezra Green,Ezra Green,100.0,1.0
1044,Benjamin Bellows,Benjamin Bellows,100.0,1.0
1050,James White,James White,100.0,2.0
1056,John Anderson,John Anderson,100.0,1.0
1057,John Anderson,John Anderson,100.0,5.0
1062,Henry Baker,Henry Baker,100.0,8.0
1068,Thomas Taylor,Thomas Taylor,100.0,8.0
1074,John Hunter,John Hunter,100.0,4.0
1075,John Hunter,John Hunter,100.0,6.0
1076,John Hunter,John Hunter,100.0,8.0
1077,John Hunter,John Hunter,100.0,9.0
1080,John Hampton,John Hampton,100.0,6.0
1086,Robert Rutherford,Robert Rutherford,100.0,6.0
1092,John Thomas,John Thomas,100.0,2.0
1093,John Thomas,John Thomas,100.0,3.0
1094,John Thomas,John Thomas,100.0,6.0
1095,John Thomas,John Thomas,100.0,8.0
1098,William Butler,William Butler,100.0,6.0
1104,John Montgomery,John Montgomery,100.0,6.0
1110,Hugh White,Hugh White,100.0,3.0
1116,John Lowry,John Lowry,100.0,9.0
1122,John Palmer,John Palmer,100.0,2.0
1128,John McPherson,John McPherson,100.0,6.0
1134,John Burgess,John Burgess,100.0,3.0
1140,William Reed,William Reed,100.0,2.0
1141,William Reed,William Reed,100.0,3.0
1142,William Reed,William Reed,100.0,6.0
1146,Samuel Smith,Samuel Smith,100.0,2.0
1147,Samuel Smith,Samuel Smith,100.0,3.0
1148,Samuel Smith,Samuel Smith,100.0,4.0
1149,Samuel Smith,Samuel Smith,100.0,5.0
1150,Samuel Smith,Samuel Smith,100.0,6.0
1152,James Stewart,James Stewart,100.0,3.0
1153,James Stewart,James Stewart,100.0,4.0
1154,James Stewart,James Stewart,100.0,6.0
1158,John Kean,John Kean,100.0,6.0
1164,John Lloyd,John Lloyd,100.0,3.0
1170,John Parker,John Parker,100.0,8.0
1176,William Smith,William Smith,100.0,2.0
1177,William Smith,William Smith,100.0,3.0
1178,William Smith,William Smith,100.0,4.0
1179,William Smith,William Smith,100.0,6.0
1180,William Smith,William Smith,100.0,8.0
1181,William Smith,William Smith,100.0,9.0
1182,Benjamin Smith,Benjamin Smith,100.0,2.0
1183,Benjamin Smith,Benjamin Smith,100.0,3.0
1184,Benjamin Smith,Benjamin Smith,100.0,5.0
1188,Peter Smith,Peter Smith,100.0,6.0
1194,William Scott,William Scott,100.0,2.0
1195,William Scott,William Scott,100.0,6.0
1200,Thomas Fuller,Thomas Fuller,100.0,3.0
1206,Richard Hutson,Richard Hutson,100.0,6.0
1212,Henry Laurens,Henry Laurens,100.0,6.0
1218,William Read,William Read,100.0,2.0
1224,William Kennedy,William Kennedy,100.0,6.0
1230,James Craig,James Craig,100.0,6.0
1236,John Baker,John Baker,100.0,2.0
1237,John Baker,John Baker,100.0,6.0
1238,John Baker,John Baker,100.0,8.0
1242,John Cook,John Cook,100.0,2.0
1248,David Rice,David Rice,100.0,6.0
1254,Henry Hill,Henry Hill,100.0,6.0
1255,Henry Hill,Henry Hill,100.0,8.0
1260,Robert Ewing,Robert Ewing,100.0,9.0
1266,James Anderson,James Anderson,100.0,4.0
1267,James Anderson,James Anderson,100.0,6.0
1268,James Anderson,James Anderson,100.0,8.0
1272,John Ramsay,John Ramsay,100.0,9.0
1278,John Thompson,John Thompson,100.0,6.0
1279,John Thompson,John Thompson,100.0,7.0
1280,John Thompson,John Thompson,100.0,9.0
1284,Enoch Sawyer,Enoch Sawyer,100.0,1.0
1285,Enoch Sawyer,Enoch Sawyer,100.0,2.0
1290,John Wallace,John Wallace,100.0,6.0
1296,Robert Adam,Robert Adam,100.0,8.0
1302,James Moore,James Moore,100.0,6.0
1303,James Moore,James Moore,100.0,8.0
1308,John Hay,John Hay,100.0,2.0
1309,John Hay,John Hay,100.0,6.0
1310,John Hay,John Hay,100.0,9.0
1314,Thomas Williams,Thomas Williams,100.0,3.0
1315,Thomas Williams,Thomas Williams,100.0,6.0
1316,Thomas Williams,Thomas Williams,100.0,8.0
1317,Thomas Williams,Thomas Williams,100.0,9.0
1320,Richard Nixon,Richard Nixon,100.0,5.0
1326,John Allen,John Allen,100.0,2.0
1327,John Allen,John Allen,100.0,5.0
1328,John Allen,John Allen,100.0,8.0
1332,Thomas Brown,Thomas Brown,100.0,1.0
1333,Thomas Brown,Thomas Brown,100.0,2.0
1334,Thomas Brown,Thomas Brown,100.0,5.0
1335,Thomas Brown,Thomas Brown,100.0,6.0
1338,John Hall,John Hall,100.0,2.0
1339,John Hall,John Hall,100.0,5.0
1340,John Hall,John Hall,100.0,6.0
1341,John Hall,John Hall,100.0,8.0
1342,John Hall,John Hall,100.0,9.0
1344,David Jameson,David Jameson,100.0,9.0
1350,James Thomas,James Thomas,100.0,2.0
1351,James Thomas,James Thomas,100.0,6.0
1356,Stephen Smith,Stephen Smith,100.0,3.0
1362,Benjamin Hicks,Benjamin Hicks,100.0,4.0
1368,Samuel Taylor,Samuel Taylor,100.0,6.0
1374,Samuel Watson,Samuel Watson,100.0,3.0
1380,Robert Patton,Robert Patton,100.0,6.0
1386,William Hill,William Hill,100.0,3.0
1387,William Hill,William Hill,100.0,6.0
1388,William Hill,William Hill,100.0,9.0
1392,Joseph Brown,Joseph Brown,100.0,1.0
1393,Joseph Brown,Joseph Brown,100.0,2.0
1394,Joseph Brown,Joseph Brown,100.0,5.0
1395,Joseph Brown,Joseph Brown,100.0,6.0
1398,John Wood,John Wood,100.0,2.0
1399,John Wood,John Wood,100.0,4.0
1400,John Wood,John Wood,100.0,6.0
1404,Ebenezer Wales,Ebenezer Wales,100.0,2.0
1410,Samuel Johnston,Samuel Johnston,100.0,6.0
1422,Gideon Buckingham,Gideon Buckingham,100.0,3.0
1428,Richard Law,Richard Law,100.0,3.0
1434,Thomas Read,Thomas Read,100.0,2.0
1435,Thomas Read,Thomas Read,100.0,6.0
1440,James Taylor,James Taylor,100.0,9.0
1446,Jedediah Huntington,Jedediah Huntington,100.0,3.0
1452,Robert Alexander,Robert Alexander,100.0,8.0
1458,Henry Lee,Henry Lee,100.0,6.0
1470,Charles Ridgely,Charles Ridgely,100.0,8.0
1476,Daniel Foot,Daniel Foot,100.0,3.0
1482,Andrew Lee,Andrew Lee,100.0,3.0
1488,William Noyes,William Noyes,100.0,3.0
1494,Jeremiah Halsey,Jeremiah Halsey,100.0,3.0
1495,Jeremiah Halsey,Jeremiah Halsey,100.0,6.0
1500,John Francis Mercer,John Francis Mercer,100.0,5.0
1501,John Francis Mercer,John Francis Mercer,100.0,6.0
1506,Samuel Chase,Samuel Chase,100.0,1.0
1507,Samuel Chase,Samuel Chase,100.0,8.0
1512,Wheeler Coit,Wheeler Coit,100.0,3.0
1518,William Harwood,William Harwood,100.0,9.0
1524,John Holbrook,John Holbrook,100.0,3.0
1530,Joseph Jones,Joseph Jones,100.0,2.0
1531,Joseph Jones,Joseph Jones,100.0,6.0
1536,Thomas Pierce,Thomas Pierce,100.0,9.0
1542,Miles King,Miles King,100.0,9.0
1548,Thaddeus Burr,Thaddeus Burr,100.0,3.0
1554,Jabez Fitch,Jabez Fitch,100.0,3.0
1560,John Phelps,John Phelps,100.0,3.0
1566,John Marshall,John Marshall,100.0,6.0
1572,Nehemiah Beardsley,Nehemiah Beardsley,100.0,3.0
1578,Andrew Woodrow,Andrew Woodrow,100.0,9.0
1584,James Potter,James Potter,100.0,6.0
1590,John Chandler,John Chandler,100.0,1.0
1591,John Chandler,John Chandler,100.0,2.0
1596,Aaron Austin,Aaron Austin,100.0,5.0
1602,Joshua Porter,Joshua Porter,100.0,3.0
1608,Joseph Mosely,Joseph Mosely,100.0,3.0
1614,Thomas Smith,Thomas Smith,100.0,2.0
1615,Thomas Smith,Thomas Smith,100.0,5.0
1616,Thomas Smith,Thomas Smith,100.0,6.0
1617,Thomas Smith,Thomas Smith,100.0,9.0
1620,John Chester,John Chester,100.0,6.0
1626,John Fowler,John Fowler,100.0,9.0
1638,Meriwether Smith,Meriwether Smith,100.0,6.0
1644,James Upshaw,James Upshaw,100.0,9.0
1650,Benjamin Edwards,Benjamin Edwards,100.0,2.0
1656,Charles Phelps,Charles Phelps,100.0,2.0
1657,Charles Phelps,Charles Phelps,100.0,3.0
1662,Richard Thomas,Richard Thomas,100.0,8.0
1668,Thomas Cramphin,Thomas Cramphin,100.0,8.0
1674,Benjamin Dow,Benjamin Dow,100.0,3.0
1680,Joseph Gilpin,Joseph Gilpin,100.0,6.0
1686,Daniel Miles,Daniel Miles,100.0,3.0
1692,David Smith,David Smith,100.0,6.0
1698,Ebenezer White,Ebenezer White,100.0,2.0
1699,Ebenezer White,Ebenezer White,100.0,3.0
1704,Isaac Perkins,Isaac Perkins,100.0,8.0
1710,Hezekiah Brainard,Hezekiah Brainard,100.0,3.0
1716,Charles Chilton,Charles Chilton,100.0,8.0
1722,William Hart,William Hart,100.0,2.0
1723,William Hart,William Hart,100.0,3.0
1724,William Hart,William Hart,100.0,6.0
1728,Richard Barnes,Richard Barnes,100.0,8.0
1734,Ebenezer Nash,Ebenezer Nash,100.0,3.0
