,,,,,CD_6p_Dollar,CD_6p_Dollar,CD_6p_Cents,CD_6p_Cents,CD_6p_def_Dollar,CD_6p_def_Dollar,CD_6p_def_Cents,CD_6p_def_Cents,CD_3p_Dollar,CD_3p_Dollar,CD_3p_Cents,CD_3p_Cents,ASD_6p_Dollar,ASD_6p_Dollar,ASD_6p_Cents,ASD_6p_Cents,ASD_6p_def_Dollar,ASD_6p_def_Dollar,ASD_6p_def_Cents,ASD_6p_def_Cents,ASD_3p_Dollar,ASD_3p_Dollar,ASD_3p_Cents,ASD_3p_Cents
,,,,,sum,count,sum,count,sum,count,sum,count,sum,count,sum,count,sum,count,sum,count,sum,count,sum,count,sum,count,sum,count
"Thomas Turpin, Jun.",Thomas,"Turpin, Jun.",VA,no,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Tweed,Alexander,Tweed,SC,yes,,,,,,,,,,,,,146.0,1.0,0.1599999999999966,1.0,73.0,1.0,0.06999999999999318,1.0,109.0,1.0,0.6099999999999994,1.0
"John Tyler, Sr.",John,"Tyler, Sr.",VA,no,469.0,1.0,13.0,1.0,234.0,1.0,56.0,1.0,364.0,1.0,3.0,1.0,5604.0,8.0,376.0,8.0,2800.0,8.0,392.0,8.0,4204.0,8.0,188.0,8.0
Thomas Tyson,Thomas,Tyson,NC,yes,,,,,,,,,,,,,,,,,,,,,,,,
James Upshaw,James,Upshaw,VA,no,,,,,,,,,,,,,,,,,,,,,,,,
Philip Van Cortlandt,Philip,Van Cortlandt,NY,yes,,,,,,,,,,,,,,,,,,,,,,,,
Peter Van Ness,Peter,Van Ness,NY,no,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Vance,Joseph,Vance,SC,yes,,,,,,,,,,,,,,,,,,,,,,,,
Arnoldus Vanderhorst,Arnoldus,Vanderhorst,SC,yes,,,,,,,,,,,,,13112.0,1.0,0.5,1.0,6556.0,1.0,0.23999999999978172,1.0,9834.0,1.0,0.37000000000080036,1.0
Peter Vandevoort,Peter,Vandevoort,NY,yes,,,,,,,,,,,,,,,,,,,,,,,,
Isaac Vanmeter,Isaac,Vanmeter,VA,yes,2952.0,4.0,230.0,4.0,0.0,0.0,0.0,0.0,1706.0,4.0,176.0,4.0,,,,,,,,,,,,
Joseph B. Varnum,Joseph B.,Varnum,MA,yes,,,,,,,,,,,,,,,,,,,,,,,,
David Vaughan,David,Vaughan,MA,no,,,,,,,,,,,,,,,,,,,,,,,,
Volkert Veeder,Volkert,Veeder,NY,no,,,,,,,,,,,,,,,,,,,,,,,,
William Vestall,William,Vestall,NC,yes,,,,,,,,,,,,,,,,,,,,,,,,
Wilson Vick,Wilson,Vick,NC,yes,,,,,,,,,,,,,,,,,,,,,,,,
Peter Vrooman,Peter,Vrooman,NY,did not vote,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Wade,Thomas,Wade,NC,yes,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Wadsworth,Thomas,Wadsworth,SC,yes,,,,,,,,,,,,,,,,,,,,,,,,
James Wadsworth,James,Wadsworth,CT,no,,,,,,,,,,,,,,,,,,,,,,,,
Jeremiah Wadsworth,Jeremiah,Wadsworth,CT,yes,64956.0,60.0,3996.0,60.0,17505.0,60.0,3780.0,60.0,23960.0,60.0,2680.0,60.0,7856.0,1.0,13.0,1.0,3928.0,1.0,7.0,1.0,5892.0,1.0,10.0,1.0
Henry Waggaman,Henry,Waggaman,MD,yes,,,,,,,,,,,,,,,,,,,,,,,,
Ebenezer Wales,Ebenezer,Wales,MA,yes,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Walke,Thomas,Walke,VA,yes,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Walke,Anthony,Walke,VA,yes,,,,,,,,,,,,,,,,,,,,,,,,
John Wallace,John,Wallace,NC,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,1.0,0.0,1.0,556.0,1.0,6.0,1.0,278.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
Joshua M. Wallace ,Joshua M.,Wallace ,NJ,yes,,,,,,,,,,,,,,,,,,,,,,,,
White Walter,White,Walter,RI,yes,,,,,,,,,,,,,,,,,,,,,,,,
Paul Walter,Paul,Walter,SC,no,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Walter,Thomas,Walter,SC,no,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Walton,Matthew,Walton,VA,no,,,,,,,,,,,,,,,,,,,,,,,,
Edward Ward,Edward,Ward,NC,yes,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Ward,Andrew,Ward,CT,no,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Waring,Thomas,Waring,SC,yes,,,,,,,,,,,,,,,,,,,,,,,,
Morton Waring,Morton,Waring,SC,yes,,,,,,,,,,,,,,,,,,,,,,,,
Paul Warley,Paul,Warley,SC,yes,,,,,,,,,,,,,,,,,,,,,,,,
Ichabod Warner,Ichabod,Warner,CT,yes,1446.0,1.0,9.0,1.0,723.0,1.0,4.0,1.0,1377.0,1.0,99.0,1.0,1048.0,8.0,128.0,8.0,520.0,8.0,464.0,8.0,780.0,8.0,700.0,8.0
Ebenezer Warren,Ebenezer,Warren,MA,yes,,,,,,,,,,,,,,,,,,,,,,,,
Samuel Warren,Samuel,Warren,SC,yes,,,,,,,,,,,,,1420.0,1.0,0.6600000000000819,1.0,710.0,1.0,0.3300000000000409,1.0,1065.0,1.0,0.4900000000000091,1.0
Israel Washburn,Israel,Washburn,MA,yes,,,,,,,,,,,,,,,,,,,,,,,,
George Washington,George,Washington,Constitution,yes,226.0,1.0,39.0,1.0,113.0,1.0,19.0,1.0,0.0,0.0,0.0,0.0,247.0,1.0,98.0,1.0,123.0,1.0,99.0,1.0,185.0,1.0,98.0,1.0
William Washington,William,Washington,SC,yes,5178.0,1.0,54.0,1.0,2589.0,1.0,27.0,1.0,3276.0,1.0,31.0,1.0,,,,,,,,,,,,
Bushrod Washington,Bushrod,Washington,VA,yes,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Wastson,Thomas,Wastson,DE,yes,,,,,,,,,,,,,,,,,,,,,,,,
F. Waterman,F.,Waterman,MA,yes,,,,,,,,,,,,,,,,,,,,,,,,
Philemon Waters,Philemon,Waters,SC,no,,,,,,,,,,,,,,,,,,,,,,,,
Lavan Watkins,Lavan,Watkins,NC,no,,,,,,,,,,,,,,,,,,,,,,,,
William Watkins,William,Watkins,VA,no,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Watles,Thomas,Watles,SC,yes,,,,,,,,,,,,,,,,,,,,,,,,
James Watson,James,Watson,NC,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8302.0,5.0,161.0,5.0,18527.0,3.0,124.83555555555358,3.0,9263.0,3.0,62.91777777777679,3.0,13896.0,3.0,44.37666666666519,3.0
John Watson,John,Watson,CT,yes,416.0,1.0,28.0,1.0,208.0,1.0,14.0,1.0,436.0,1.0,88.0,1.0,601.0,1.0,0.0,0.0,300.0,1.0,50.0,1.0,450.0,1.0,74.0,1.0
Alexander Watson,Alexander,Watson,NC,no,,,,,,,,,,,,,,,,,,,,,,,,
Samuel Watson,Samuel,Watson,SC,no,,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Way,Nicholas,Way,DE,yes,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Wayne,Anthony,Wayne,PA,yes,,,,,,,,,,,,,,,,,,,,,,,,
James Webb,James,Webb,VA,yes,,,,,,,,,,,,,,,,,,,,,,,,
John Webber,John,Webber,MA,no,,,,,,,,,,,,,,,,,,,,,,,,
Ebenezer Webster,Ebenezer,Webster,NH,did not vote,,,,,,,,,,,,,,,,,,,,,,,,
Jacob Weed,Jacob,Weed,GA,yes,,,,,,,,,,,,,,,,,,,,,,,,
John Weeks,John,Weeks,NH,yes,,,,,,,,,,,,,,,,,,,,,,,,
Icabod Weeks,Icabod,Weeks,NH,yes,,,,,,,,,,,,,,,,,,,,,,,,
Nathaniel Wells,Nathaniel,Wells,MA,yes,,,,,,,,,,,,,,,,,,,,,,,,
John Welton,John,Welton,CT,yes,,,,,,,,,,,,,,,,,,,,,,,,
T.M. Wentworth,T.M.,Wentworth,MA,no,,,,,,,,,,,,,,,,,,,,,,,,
John Wereat,John,Wereat,GA,yes,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin West,Benjamin,West,NH,yes,,,,,,,,,,,,,,,,,,,,,,,,
Samuel West,Samuel,West,MA,yes,,,,,,,,,,,,,,,,,,,,,,,,
Jeremiah West,Jeremiah,West,CT,yes,,,,,,,,,,,,,,,,,,,,,,,,
Worllich Westwood,Worllich,Westwood,VA,yes,,,,,,,,,,,,,,,,,,,,,,,,
Edmund Wetherby ,Edmund,Wetherby ,NJ,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1.0,14.0,1.0,,,,,,,,,,,,
Asahel Wheeler,Asahel,Wheeler,MA,yes,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Whilldin ,Matthew,Whilldin ,NJ,yes,,,,,,,,,,,,,,,,,,,,,,,,
John Whitaker,John,Whitaker,NC,yes,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Whitall ,Benjamin,Whitall ,NJ,yes,,,,,,,,,,,,,,,,,,,,,,,,
N. Whitcomb,N.,Whitcomb,MA,no,,,,,,,,,,,,,,,,,,,,,,,,
Elisha Whitcomb,Elisha,Whitcomb,NH,yes,,,,,,,,,,,,,,,,,,,,,,,,
Hugh White,Hugh,White,SC,no,,,,,,,,,,,,,,,,,,,,,,,,
Edward White,Edward,White,DE,yes,,,,,,,,,,,,,,,,,,,,,,,,
Ebenezer White,Ebenezer,White,CT,yes,,,,,,,,,,,,,104.0,1.0,56.0,1.0,52.0,1.0,28.0,1.0,78.0,1.0,42.0,1.0
Abraham White,Abraham,White,MA,no,,,,,,,,,,,,,,,,,,,,,,,,
William White,William,White,VA,no,3103.0,7.0,264.0,5.0,1765.0,7.0,375.0,7.0,1818.0,6.0,534.0,6.0,861.0,1.0,48.0,1.0,430.0,1.0,75.0,1.0,646.0,1.0,12.0,1.0
Alexander White,Alexander,White,VA,yes,,,,,,,,,,,,,763.0,1.0,16.0,1.0,0.0,0.0,0.0,0.0,572.0,1.0,36.0,1.0
James White,James,White,NC,yes,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Moss White,Joseph Moss,White,CT,yes,61.0,1.0,57.0,1.0,30.0,1.0,79.0,1.0,27.0,1.0,88.0,1.0,,,,,,,,,,,,
John Whitehill,John,Whitehill,PA,no,,,,,,,,,,,,,,,,,,,,,,,,
Robert Whitehill,Robert,Whitehill,PA,no,2388.0,1.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Samuel Whiting,Samuel,Whiting,CT,no,,,,,,,,,,,,,,,,,,,,,,,,
Levi Whitman,Levi,Whitman,MA,yes,,,,,,,,,,,,,,,,,,,,,,,,
Charles Whitman,Charles,Whitman,MA,yes,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Whitney,Daniel,Whitney,MA,yes,1320.0,4.0,286.0,4.0,660.0,4.0,140.0,4.0,1440.0,4.0,52.0,4.0,67.0,1.0,16.0,1.0,33.0,1.0,58.0,1.0,50.0,1.0,37.0,1.0
Joshua Whitney,Joshua,Whitney,MA,no,,,,,,,,,,,,,,,,,,,,,,,,
John  Whittlesey,John ,Whittlesey,CT,yes,,,,,,,,,,,,,,,,,,,,,,,,
Elisha Whittlesey,Elisha,Whittlesey,CT,yes,,,,,,,,,,,,,,,,,,,,,,,,
Edward Whitty,Edward,Whitty,NC,yes,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Wibird,Anthony,Wibird,MA,yes,,,,,,,,,,,,,,,,,,,,,,,,
William Widgery,William,Widgery,MA,no,,,,,,,,,,,,,,,,,,,,,,,,
William H Wigg,William H,Wigg,SC,yes,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Wiggin,Jonathan,Wiggin,NH,yes,,,,,,,,,,,,,,,,,,,,,,,,
John Wilder,John,Wilder,CT,yes,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Wilder,Joseph,Wilder,CT,no,,,,,,,,,,,,,,,,,,,,,,,,
D. Wilder,D.,Wilder,MA,yes,,,,,,,,,,,,,,,,,,,,,,,,
Ephraim Wilder,Ephraim,Wilder,MA,yes,,,,,,,,,,,,,,,,,,,,,,,,
Robert B. Wilkins,Robert B.,Wilkins,NH,yes,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Wilkinson,Joseph,Wilkinson,MD,yes,26.0,1.0,67.0,1.0,13.0,1.0,33.0,1.0,218.0,1.0,40.0,1.0,,,,,,,,,,,,
Samuel Willard,Samuel,Willard,MA,no,,,,,,,,,,,,,,,,,,,,,,,,
Jacob Willard,Jacob,Willard,MA,no,,,,,,,,,,,,,,,,,,,,,,,,
Bradford William,Bradford,William,RI,yes,,,,,,,,,,,,,712.0,1.0,64.0,1.0,356.0,1.0,32.0,1.0,534.0,1.0,48.0,1.0
Howard William,Howard,William,RI,no,,,,,,,,,,,,,,,,,,,,,,,,
Ladd William,Ladd,William,RI,yes,,,,,,,,,,,,,,,,,,,,,,,,
Peckham William,Peckham,William,RI,did not vote,,,,,,,,,,,,,,,,,,,,,,,,
Nichols William,Nichols,William,RI,no,,,,,,,,,,,,,,,,,,,,,,,,
Congdon William,Congdon,William,RI,no,,,,,,,,,,,,,,,,,,,,,,,,
Barton William,Barton,William,RI,yes,2677.0,1.0,44.0,1.0,1338.0,1.0,72.0,1.0,834.0,4.0,267.0,4.0,,,,,,,,,,,,
Tripp William,Tripp,William,RI,yes,,,,,,,,,,,,,,,,,,,,,,,,
King William,King,William,RI,no,266.0,1.0,87.0,1.0,133.0,1.0,43.0,1.0,189.0,1.0,26.0,1.0,,,,,,,,,,,,
Matthewson William,Matthewson,William,RI,no,,,,,,,,,,,,,,,,,,,,,,,,
Robert Williams,Robert,Williams,VA,no,,,,,,,,,,,,,2131.0,1.0,0.4699999999997999,1.0,1065.0,1.0,0.7300000000000182,1.0,1598.0,1.0,0.599999999999909,1.0
Thomas P. Williams,Thomas P.,Williams,NC,yes,620.0,2.0,29.0,2.0,310.0,2.0,14.0,2.0,550.0,2.0,101.0,2.0,942.0,2.0,1869.57,2.0,501.0,2.0,984.78,2.0,722.0,2.0,1378.17,2.0
Edward Williams,Edward,Williams,NC,yes,847.0,1.0,44.0,1.0,423.0,1.0,72.0,1.0,457.0,1.0,60.0,1.0,157.0,1.0,54.0,1.0,78.0,1.0,77.0,1.0,118.0,1.0,15.0,1.0
Thomas Williams,Thomas,Williams,NC,no,620.0,2.0,29.0,2.0,310.0,2.0,14.0,2.0,550.0,2.0,101.0,2.0,942.0,2.0,1869.57,2.0,501.0,2.0,984.78,2.0,722.0,2.0,1378.17,2.0
John Williams,John,Williams,NY,no,7472.0,19.0,695.0,19.0,2560.0,19.0,197.0,19.0,3794.0,20.0,913.0,14.0,230.0,2.0,32.0,2.0,269.0,3.0,168.0,3.0,472.0,3.0,121.0,3.0
James Williams,James,Williams,MA,no,1045685.0,379.0,12146.0,271.0,598850.0,379.0,5366.0,295.0,359873.0,379.0,21244.0,379.0,104810.0,12.0,404.0,12.0,46520.0,8.0,540.0,8.0,78606.0,12.0,714.0,12.0
William Williams,William,Williams,CT,yes,9526.0,9.0,135.0,9.0,4763.0,9.0,65.0,9.0,6296.0,8.0,520.0,8.0,1108.0,1.0,9.0,1.0,554.0,1.0,4.0,1.0,831.0,1.0,7.0,1.0
William Williams,William,Williams,NC,yes,9526.0,9.0,135.0,9.0,4763.0,9.0,65.0,9.0,6296.0,8.0,520.0,8.0,1108.0,1.0,9.0,1.0,554.0,1.0,4.0,1.0,831.0,1.0,7.0,1.0
John Williams,John,Williams,VA,yes,7472.0,19.0,695.0,19.0,2560.0,19.0,197.0,19.0,3794.0,20.0,913.0,14.0,230.0,2.0,32.0,2.0,269.0,3.0,168.0,3.0,472.0,3.0,121.0,3.0
Ephraim Williams,Ephraim,Williams,MA,no,,,,,,,,,,,,,,,,,,,,,,,,
Leonard Williams,Leonard,Williams,MA,yes,,,,,,,,,,,,,,,,,,,,,,,,
Hugh Williamson,Hugh,Williamson,NC,yes,149.0,1.0,98.0,1.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,1.0,1086.6,1.0,61.0,1.0,543.3,1.0,61.0,1.0,814.94,1.0
Hugh Williamson,Hugh,Williamson,Constitution,yes,149.0,1.0,98.0,1.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,1.0,1086.6,1.0,61.0,1.0,543.3,1.0,61.0,1.0,814.94,1.0
John Willis,John,Willis,NC,yes,,,,,,,,,,,,,,,,,,,,,,,,
John Williston,John,Williston,MA,no,,,,,,,,,,,,,,,,,,,,,,,,
Moses Wilmarth,Moses,Wilmarth,MA,yes,,,,,,,,,,,,,,,,,,,,,,,,
John Wilson,John,Wilson,VA,no,978.0,3.0,89.0,3.0,489.0,3.0,45.0,3.0,776.0,3.0,156.0,3.0,1625.0,1.0,77.0,1.0,812.0,1.0,89.0,1.0,1219.0,1.0,33.0,1.0
John Wilson,John,Wilson,VA,yes,978.0,3.0,89.0,3.0,489.0,3.0,45.0,3.0,776.0,3.0,156.0,3.0,1625.0,1.0,77.0,1.0,812.0,1.0,89.0,1.0,1219.0,1.0,33.0,1.0
Jehu Wilson,Jehu,Wilson,SC,no,,,,,,,,,,,,,,,,,,,,,,,,
James Wilson,James,Wilson,PA,yes,497.0,1.0,43.0,1.0,248.0,1.0,72.0,1.0,36.0,1.0,90.0,1.0,,,,,,,,,,,,
James Wilson,James,Wilson,NC,yes,497.0,1.0,43.0,1.0,248.0,1.0,72.0,1.0,36.0,1.0,90.0,1.0,,,,,,,,,,,,
William Wilson,William,Wilson,PA,yes,682.0,2.0,105.0,2.0,341.0,2.0,53.0,2.0,484.0,2.0,52.0,2.0,2525.0,1.0,43.0,1.0,1262.0,1.0,71.0,1.0,1894.0,1.0,7.0,1.0
Robert Wilson,Robert,Wilson,MA,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,62.0,2.0,,,,,,,,,,,,
David Wilson,David,Wilson,NC,yes,,,,,,,,,,,,,132.0,1.0,37.0,1.0,0.0,0.0,0.0,0.0,99.0,1.0,28.0,1.0
Hugh Wilson,Hugh,Wilson,SC,yes,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Wilson,Benjamin,Wilson,VA,yes,,,,,,,,,,,,,,,,,,,,,,,,
Abner Wilson,Abner,Wilson,CT,no,,,,,,,,,,,,,,,,,,,,,,,,
Zachias Wilson,Zachias,Wilson,NC,no,,,,,,,,,,,,,,,,,,,,,,,,
James Wilson,James,Wilson,Constitution,yes,497.0,1.0,43.0,1.0,248.0,1.0,72.0,1.0,36.0,1.0,90.0,1.0,,,,,,,,,,,,
William Wilson,William,Wilson,SC,yes,682.0,2.0,105.0,2.0,341.0,2.0,53.0,2.0,484.0,2.0,52.0,2.0,2525.0,1.0,43.0,1.0,1262.0,1.0,71.0,1.0,1894.0,1.0,7.0,1.0
Caleb Winch,Caleb,Winch,NH,no,,,,,,,,,,,,,,,,,,,,,,,,
William Windes,William,Windes,NJ,yes,,,,,,,,,,,,,,,,,,,,,,,,
William Windsor,William,Windsor,MA,no,,,,,,,,,,,,,,,,,,,,,,,,
Timothy Winn,Timothy,Winn,MA,no,,,,,,,,,,,,,,,,,,,,,,,,
John Winn,John,Winn,NY,no,,,,,,,,,,,,,,,,,,,,,,,,
Edmund Winston,Edmund,Winston,VA,no,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Winston,Joseph,Winston,NC,yes,,,,,,,,,,,,,,,,,,,,,,,,
John Winthrop,John,Winthrop,MA,yes,,,,,,,,,,,,,,,,,,,,,,,,
Henry Wisner,Henry,Wisner,NY,no,,,,,,,,,,,,,,,,,,,,,,,,
Richard Withers,Richard,Withers,SC,yes,,,,,,,,,,,,,,,,,,,,,,,,
Jno Witherspoon,Jno,Witherspoon,NJ,yes,,,,,,,,,,,,,,,,,,,,,,,,
Asa Witter,Asa,Witter,CT,yes,,,,,,,,,,,,,,,,,,,,,,,,
Erastur Wolcott,Erastur,Wolcott,CT,yes,,,,,,,,,,,,,,,,,,,,,,,,
Oliver Wolcott,Oliver,Wolcott,CT,yes,,,,,,,,,,,,,116.0,1.0,4.0,1.0,58.0,1.0,2.0,1.0,87.0,1.0,3.0,1.0
John Wommack,John,Wommack,NC,no,,,,,,,,,,,,,,,,,,,,,,,,
John Wood,John,Wood,NY,no,428.0,1.0,69.0,1.0,214.0,1.0,35.0,1.0,115.0,1.0,73.0,1.0,160.0,1.0,27.0,1.0,80.0,1.0,13.0,1.0,120.0,1.0,19.0,1.0
Reuben Wood,Reuben,Wood,NC,yes,,,,,,,,,,,,,,,,,,,,,,,,
Zebedee Wood,Zebedee,Wood,NC,no,,,,,,,,,,,,,,,,,,,,,,,,
J. Wood,J.,Wood,MA,no,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Wood,Joseph,Wood,MA,no,,,,,,,,,,,,,104.0,1.0,47.0,1.0,52.0,1.0,23.0,1.0,0.0,0.0,0.0,0.0
Joseph Wood,Joseph,Wood,MA,yes,,,,,,,,,,,,,104.0,1.0,47.0,1.0,52.0,1.0,23.0,1.0,0.0,0.0,0.0,0.0
Aaron Wood,Aaron,Wood,MA,no,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Woodbridge,Joseph,Woodbridge,CT,yes,486.0,4.0,226.0,4.0,242.0,4.0,214.0,4.0,620.0,4.0,220.0,4.0,,,,,,,,,,,,
John Sheaman Woodcock,John Sheaman,Woodcock,VA,yes,,,,,,,,,,,,,,,,,,,,,,,,
Jesse Woodhull,Jesse,Woodhull,NY,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3852.0,2.0,70.0,2.0,,,,,,,,,,,,
William Woodhull,William,Woodhull,NJ,yes,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Woodrow,Andrew,Woodrow,VA,yes,,,,,,,,,,,,,,,,,,,,,,,,
J. Woods,J.,Woods,MA,no,,,,,,,,,,,,,,,,,,,,,,,,
Archibald Woods,Archibald,Woods,VA,yes,,,,,,,,,,,,,231.0,1.0,3.0,1.0,115.0,1.0,51.0,1.0,0.0,0.0,0.0,0.0
"Ralph Wormley, Jr. ",Ralph,"Wormley, Jr. ",VA,yes,,,,,,,,,,,,,,,,,,,,,,,,
Francis Worster,Francis,Worster,NH,yes,,,,,,,,,,,,,,,,,,,,,,,,
N. Wyman,N.,Wyman,MA,yes,,,,,,,,,,,,,,,,,,,,,,,,
Henry Wynkoop,Henry,Wynkoop,PA,yes,,,,,,,,,,,,,,,,,,,,,,,,
Dirck Wynkoop,Dirck,Wynkoop,NY,no,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Wynns,Thomas,Wynns,NC,yes,,,,,,,,,,,,,,,,,,,,,,,,
George Wythe,George,Wythe,VA,yes,,,,,,,,,,,,,760.0,1.0,19.0,1.0,380.0,1.0,10.0,1.0,570.0,1.0,14.0,1.0
George Wythe,George,Wythe,Constitution,no,,,,,,,,,,,,,760.0,1.0,19.0,1.0,380.0,1.0,10.0,1.0,570.0,1.0,14.0,1.0
Thorton Yancey,Thorton,Yancey,NC,no,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Yardley,Thomas,Yardley,PA,yes,,,,,,,,,,,,,,,,,,,,,,,,
Christopher P.  Yates,Christopher P. ,Yates,NY,did not vote,,,,,,,,,,,,,,,,,,,,,,,,
Donaldson Yates,Donaldson,Yates,MD,yes,,,,,,,,,,,,,,,,,,,,,,,,
Robert Yates,Robert,Yates,Constitution,no,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Yates,Daniel,Yates,NC,yes,,,,,,,,,,,,,,,,,,,,,,,,
Robert Yates,Robert,Yates,NY,no,,,,,,,,,,,,,,,,,,,,,,,,
Jasper Yeates,Jasper,Yeates,PA,yes,12836.0,4.0,268.0,4.0,6418.0,4.0,136.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Samuel Young,Samuel,Young,NH,yes,4.0,1.0,27.0,1.0,2.0,1.0,13.0,1.0,39.0,1.0,0.0,0.0,,,,,,,,,,,,
Peter Zabriskie,Peter,Zabriskie,NJ,yes,,,,,,,,,,,,,,,,,,,,,,,,
Ebenezer Zane,Ebenezer,Zane,VA,yes,,,,,,,,,,,,,,,,,,,,,,,,
