,6p_Dollar,6p_Cents,6p_def_Dollar,6p_def_Cents,3p_Dollar,3p_Cents,town,state,occupation,county,name_type,6p_total
284,87.0,74.0,43.0,87.0,116.0,72.0,Windham,CT,Adminstrator to the Estate of Ruth Skiffe Deceased,Windham County,town,87.74
285,17.0,27.0,8.0,63.0,8.0,63.0,Danbury,CT,,Fairfield County,town,17.27
286,183.0,42.0,91.0,71.0,57.0,54.0,Danbury,CT,,Fairfield County,town,183.42
287,428.0,69.0,214.0,35.0,115.0,73.0,Danbury,CT,,Fairfield County,town,428.69
288,112.0,98.0,56.0,49.0,30.0,50.0,Danbury,CT,,Fairfield County,town,112.98
289,266.0,87.0,133.0,43.0,189.0,26.0,Suffield,CT,,Hartford County,town,266.87
290,97.0,53.0,48.0,76.0,70.0,21.0,Lyme,CT,,New London County,town,97.53
291,2076.0,20.0,1038.0,10.0,2821.0,90.0,Lyme,CT,,New London County,town,2076.2
292,324.0,15.0,162.0,7.0,303.0,,Torrington,CT,,Litchfield County,town,324.15
293,1189.0,5.0,594.0,52.0,904.0,59.0,Windsor,CT,Farmer,Hartford County,town,1189.05
294,144.0,17.0,72.0,8.0,51.0,90.0,East Windsor,CT,Farmer,Hartford County,town,144.17
295,2375.0,62.0,1187.0,81.0,640.0,50.0,Lyme,CT,,New London County,town,2375.62
296,12.0,36.0,6.0,18.0,15.0,97.0,East Hartford,CT,Farmer,Hartford County,town,12.36
297,138.0,0.0,69.0,,54.0,,Northampton,CT,,Windham County,town,138.0
298,307.0,80.0,153.0,90.0,221.0,61.0,Fairfield,CT,,Fairfield County,town,307.8
299,124.0,76.0,62.0,38.0,89.0,82.0,Hartford,CT,Cooper,Hartford County,town,124.76
300,547.0,85.0,273.0,93.0,288.0,8.0,Groton,CT,Widow,New London County,town,547.85
301,548.0,67.0,274.0,33.0,240.0,,New London,CT,Mariner,New London County,town,548.67
302,425.0,79.0,212.0,90.0,180.0,,Farmington,CT,Attorney,Hartford County,town,425.79
303,209.0,42.0,104.0,71.0,151.0,41.0,East Haddam,CT,,Middlesex County,town,209.42
304,73.0,50.0,36.0,74.0,52.0,91.0,,CT,Adminastrator to the estate of Uriah Loomis Jun Deceased,,state,73.5
305,614.0,19.0,307.0,10.0,587.0,79.0,,CT,Executor to the Estate of Uriah Loomis is Deceased,,state,614.19
306,20.0,35.0,10.0,18.0,21.0,64.0,Wethersfield,CT,,Hartford County,town,20.35
307,1200.0,0.0,,,,,Hartford,CT,Merchant,Hartford County,town,1200.0
308,266.0,67.0,133.0,33.0,72.0,,New Haven,CT,,New Haven County,town,266.67
309,262.0,35.0,131.0,17.0,87.0,38.0,Glastonbury,CT,Farmer,Hartford County,town,262.35
310,351.0,47.0,175.0,73.0,331.0,35.0,New Haven,CT,Spinster,New Haven County,town,351.47
311,4433.0,72.0,2216.0,86.0,3039.0,15.0,Middletown,CT,Attorney,Middlesex County,town,4433.72
312,1000.0,,500.0,,270.0,,Hartford,CT,,Hartford County,town,
313,1177.0,58.0,588.0,79.0,423.0,92.0,Colchester,CT,Farmer,New London County,town,1177.58
314,13.0,4.0,6.0,52.0,7.0,91.0,Middletown,CT,,Middlesex County,town,13.04
315,109.0,39.0,54.0,70.0,71.0,53.0,Hartford,CT,Widow,Hartford County,town,109.39
316,274.0,10.0,137.0,5.0,669.0,47.0,Windham,CT,,Windham County,town,274.1
317,47.0,38.0,23.0,69.0,49.0,98.0,State of New York,NY,,,state,47.38
318,35.0,53.0,17.0,77.0,37.0,48.0,Greenwich,CT,Farmer,Fairfield County,town,35.53
319,131.0,15.0,65.0,57.0,146.0,69.0,State of New York,NY,Schoolmaster,,state,131.15
320,118.0,45.0,59.0,23.0,124.0,94.0,State of New York,NY,Farmer,,state,118.45
321,899.0,39.0,449.0,69.0,954.0,19.0,Greenwich,CT,Merchant,Fairfield County,town,899.39
322,23.0,69.0,11.0,84.0,24.0,99.0,State of New York,NY,Merchant,,state,23.69
323,161.0,88.0,80.0,94.0,113.0,66.0,New Milford,CT,Traders,Litchfield County,town,161.88
324,24.0,69.0,12.0,35.0,26.0,14.0,Fairfield,CT,,Fairfield County,town,24.69
325,56.0,33.0,28.0,16.0,58.0,60.0,Fairfield,CT,,Fairfield County,town,56.33
326,745.0,65.0,372.0,82.0,622.0,58.0,New Milford,CT,,Litchfield County,town,745.65
327,80.0,,40.0,,87.0,11.0,Hartford,CT,Widow,Hartford County,town,
328,20.0,99.0,10.0,49.0,15.0,10.0,Wethersfield,CT,Farmer,Hartford County,town,20.99
329,2064.0,67.0,1032.0,34.0,1697.0,,Norwich,CT,Merchant,New London County,town,2064.67
330,340.0,39.0,170.0,20.0,226.0,73.0,Norwich,CT,,New London County,town,340.39
331,426.0,4.0,213.0,2.0,447.0,68.0,Torrington,CT,School Committee 1st Society,Litchfield County,town,426.04
332,,,,,542.0,1.0,,CT,,,state,
333,,,,,62.0,60.0,,CT,,,state,
334,592.0,52.0,296.0,26.0,505.0,23.0,Torrington,CT,,Litchfield County,town,592.52
335,1904.0,13.0,952.0,6.0,1127.0,62.0,Lebanon,CT,,New London County,town,1904.13
336,231.0,22.0,115.0,61.0,208.0,90.0,Canaan,CT,Widow,Litchfield County,town,231.22
337,14.0,68.0,7.0,34.0,2714.0,72.0,Hartford,CT,,Hartford County,town,14.68
338,231.0,33.0,115.0,67.0,202.0,92.0,Windsor,CT,School Committee North Society,Hartford County,town,231.33
339,57.0,55.0,28.0,78.0,41.0,43.0,Norwich,CT,Farmer,New London County,town,57.55
340,68.0,47.0,34.0,24.0,24.0,64.0,Groton,CT,Widow,New London County,town,68.47
341,1663.0,27.0,831.0,63.0,568.0,83.0,Danbury,CT,,Fairfield County,town,1663.27
342,180.0,99.0,90.0,49.0,130.0,29.0,Montville,CT,,New London County,town,180.99
343,108.0,79.0,54.0,40.0,123.0,58.0,Montville,CT,School Committee North Parish,New London County,town,108.79
344,44.0,26.0,22.0,13.0,47.0,34.0,Danbury,CT,,Fairfield County,town,44.26
345,3607.0,76.0,1803.0,89.0,2969.0,95.0,East Haddam,CT,Merchant,Middlesex County,town,3607.76
346,377.0,83.0,188.0,91.0,122.0,2.0,Stamford,CT,,Fairfield County,town,377.83
347,228.0,48.0,114.0,24.0,106.0,40.0,Stamford,CT,Attorney at Law,Fairfield County,town,228.48
348,72.0,20.0,36.0,10.0,17.0,5.0,Stamford,CT,,Fairfield County,town,72.2
349,156.0,87.0,78.0,44.0,105.0,74.0,Guilford,CT,School Master,New Haven County,town,156.87
350,220.0,29.0,110.0,14.0,201.0,41.0,Lebanon,CT,,New London County,town,220.29
351,51.0,96.0,25.0,98.0,54.0,30.0,Hartford,CT,,Hartford County,town,51.96
352,306.0,50.0,153.0,25.0,220.0,73.0,Woodstock,CT,Widow,Windham County,town,306.5
353,880.0,99.0,440.0,49.0,341.0,77.0,Hartford,CT,,Hartford County,town,880.99
354,4719.0,6.0,2359.0,53.0,1274.0,13.0,Woodstock,CT,,Windham County,town,4719.06
355,53.0,77.0,26.0,88.0,55.0,36.0,Norwalk,CT,Mariner,Fairfield County,town,53.77
356,36.0,74.0,18.0,37.0,26.0,44.0,Norwalk,CT,Mariner,Fairfield County,town,36.74
357,2056.0,88.0,1028.0,44.0,555.0,34.0,Huntington,CT,School Master,Fairfield County,town,2056.88
358,885.0,36.0,442.0,68.0,1082.0,53.0,Hartford,CT,Merchant,Hartford County,town,885.36
359,533.0,33.0,266.0,67.0,373.0,33.0,Middletown,CT,Shipwright,Middlesex County,town,533.33
360,201.0,2.0,100.0,51.0,54.0,27.0,Bolton,CT,Farmer,Tolland County,town,201.02
361,194.0,54.0,97.0,27.0,222.0,1.0,Providence,RI,Merchant,Providence County,town,194.54
362,452.0,74.0,226.0,37.0,331.0,98.0,Glastonbury,CT,Farmer,Hartford County,town,452.74
363,634.0,28.0,317.0,14.0,216.0,,Lebanon,CT,Farmer,New London County,town,634.28
364,142.0,69.0,71.0,35.0,136.0,20.0,East Hartford,CT,Widow,Hartford County,town,142.69
365,86.0,76.0,43.0,38.0,55.0,99.0,East Hartford,CT,Farmer,Hartford County,town,86.76
366,1255.0,76.0,627.0,88.0,948.0,13.0,New Haven,CT,Merchant,New Haven County,town,1255.76
367,5.0,73.0,2.0,86.0,38.0,38.0,Hartford,CT,,Hartford County,town,5.73
368,3400.0,25.0,1700.0,13.0,2839.0,85.0,Bolton,CT,,Tolland County,town,3400.25
369,215.0,98.0,107.0,99.0,155.0,55.0,Hartford,CT,,Hartford County,town,215.98
370,229.0,83.0,114.0,91.0,82.0,73.0,Hartford,CT,,Hartford County,town,229.83
371,426.0,77.0,213.0,38.0,307.0,27.0,New Haven,CT,,New Haven County,town,426.77
372,2113.0,47.0,1056.0,73.0,1105.0,46.0,Hartford,CT,,Hartford County,town,2113.47
373,400.0,0.0,200.0,,288.0,,Norwich,CT,,New London County,town,400.0
374,501.0,33.0,250.0,67.0,1650.0,37.0,Hartford,CT,,Hartford County,town,501.33
375,1020.0,71.0,510.0,36.0,860.0,29.0,New London,CT,Merchant,New London County,town,1020.71
376,3524.0,74.0,1762.0,37.0,1272.0,79.0,East Hartford,CT,Sadler,Hartford County,town,3524.74
377,416.0,28.0,208.0,14.0,436.0,88.0,East Windsor,CT,Merchant,Hartford County,town,416.28
378,54.0,50.0,27.0,25.0,14.0,71.0,Wethersfield,CT,Shoemaker,Hartford County,town,54.5
379,175.0,34.0,87.0,67.0,63.0,12.0,Lebanon,CT,Carpenter,New London County,town,175.34
380,68.0,40.0,34.0,20.0,49.0,47.0,Windsor,CT,Farmer,Hartford County,town,68.4
381,424.0,67.0,212.0,33.0,114.0,65.0,Lyme,CT,Treasurer,New London County,town,424.67
382,640.0,77.0,320.0,38.0,307.0,77.0,New Milford,CT,,Litchfield County,town,640.77
383,446.0,1.0,223.0,,670.0,,Enfield,CT,Post Rider,Hartford County,town,446.01
384,274.0,34.0,137.0,16.0,240.0,,Bolton,CT,,Tolland County,town,274.34
385,217.0,21.0,108.0,61.0,200.0,95.0,Hartford,CT,Mariner,Hartford County,town,217.21
386,536.0,62.0,268.0,31.0,672.0,,East Windsor,CT,,Hartford County,town,536.62
387,17.0,56.0,8.0,78.0,7.0,64.0,Wethersfield,CT,Farmer,Hartford County,town,17.56
388,77.0,,38.0,49.0,55.0,42.0,Windsor,CT,Spinster,Hartford County,town,
389,400.0,,200.0,,108.0,,Farmington,CT,Farmer,Hartford County,town,
390,261.0,31.0,130.0,65.0,340.0,53.0,City of New York,NY,Merchant,New York County,town,261.31
391,24.0,89.0,12.0,44.0,,,Stratford,CT,,Fairfield County,town,24.89
392,617.0,94.0,308.0,97.0,333.0,67.0,Tyringham Massachusetts,MA,Farmer,Berkshire County,town,617.94
393,30.0,28.0,15.0,14.0,46.0,47.0,Goshen,CT,,Litchfield County,town,30.28
394,8.0,33.0,4.0,17.0,8.0,,Farmington,CT,,Hartford County,town,8.33
395,138.0,31.0,69.0,15.0,121.0,89.0,Mansfield,CT,,Tolland County,town,138.31
396,150.0,48.0,75.0,24.0,144.0,,Farmington,CT,Widow,Hartford County,town,150.48
397,32.0,,16.0,,23.0,2.0,Lebanon,CT,Farmer,New London County,town,
398,42.0,36.0,21.0,18.0,31.0,10.0,Hebron,CT,Farmer,Tolland County,town,42.36
399,499.0,16.0,249.0,58.0,670.0,11.0,Canterbury,CT,Farmer,Windham County,town,499.16
400,371.0,45.0,185.0,72.0,141.0,71.0,Charleston State of New Hampshire,NH,,Cheshire County,town,371.45
401,144.0,55.0,72.0,28.0,54.0,,New York,NY,,,state,144.55
402,179.0,67.0,89.0,82.0,48.0,50.0,New Hartford,CT,Farmer,Litchfield County,town,179.67
403,123.0,1.0,61.0,51.0,113.0,30.0,Branford,CT,Farmer,New Haven County,town,123.01
404,665.0,49.0,332.0,75.0,239.0,58.0,Ashford,CT,Farmer,Windham County,town,665.49
405,286.0,9.0,143.0,4.0,137.0,93.0,Hartford,CT,Merchant,Hartford County,town,286.09
406,281.0,51.0,140.0,75.0,203.0,41.0,Hebron,CT,Gentleman,Tolland County,town,281.51
407,209.0,81.0,104.0,90.0,56.0,64.0,Middletown,CT,Taylor,Middlesex County,town,209.81
408,7.0,72.0,3.0,86.0,,,Hartford,CT,Apothecary,Hartford County,town,7.72
409,19.0,8.0,9.0,54.0,,,New London,CT,Merchents,New London County,town,19.08
410,8.0,84.0,4.0,42.0,107.0,49.0,Hartford,CT,Merchant,Hartford County,town,8.84
411,170.0,89.0,85.0,44.0,98.0,3.0,Bolton,CT,Inn Keeper,Tolland County,town,170.89
412,53.0,81.0,26.0,91.0,38.0,74.0,New London,CT,Mariner,New London County,town,53.81
413,92.0,13.0,46.0,7.0,92.0,45.0,Colchester,CT,Farmer,New London County,town,92.13
414,933.0,33.0,466.0,67.0,781.0,67.0,State of New York,NY,Physician,,state,933.33
415,54.0,98.0,27.0,49.0,14.0,83.0,Hartford,CT,Farmer,Hartford County,town,54.98
416,180.0,8.0,90.0,4.0,48.0,61.0,Wethersfield,CT,Farmer,Hartford County,town,180.08
417,58.0,11.0,29.0,6.0,52.0,20.0,,CT,Guardian to J Neff,,state,58.11
418,13.0,65.0,6.0,82.0,9.0,82.0,Coventry,CT,,Tolland County,town,13.65
419,175.0,27.0,87.0,64.0,180.0,24.0,Cornwall,CT,Treasurer 1st Society in Cornwall,Litchfield County,town,175.27
420,9.0,1.0,4.0,50.0,6.0,48.0,Farmington,CT,,Hartford County,town,9.01
421,53.0,33.0,26.0,67.0,38.0,40.0,Colchester,CT,Clothier,New London County,town,53.33
422,298.0,74.0,149.0,37.0,113.0,3.0,New Haven,CT,Merchant,New Haven County,town,298.74
423,83.0,17.0,41.0,59.0,87.0,86.0,Stamford,CT,,Fairfield County,town,83.17
424,192.0,24.0,96.0,12.0,240.0,,Stamford,CT,,Fairfield County,town,192.24
425,333.0,33.0,166.0,67.0,233.0,15.0,Chatham,CT,Blacksmith,Middlesex County,town,333.33
426,64.0,96.0,32.0,48.0,45.0,5.0,East Haddam,CT,Merchant,Middlesex County,town,64.96
427,78.0,88.0,39.0,45.0,12.0,94.0,Wethersfield,CT,,Hartford County,town,78.88
428,87.0,65.0,43.0,83.0,,,Wethersfield,CT,,Hartford County,town,87.65
429,862.0,69.0,431.0,34.0,837.0,50.0,Mansfield,CT,,Tolland County,town,862.69
430,51.0,47.0,25.0,73.0,32.0,42.0,Hebron,CT,Farmer,Tolland County,town,51.47
431,20.0,18.0,10.0,9.0,,,New London,CT,Printer,New London County,town,20.18
432,300.0,70.0,150.0,36.0,184.0,21.0,Wethersfield,CT,,Hartford County,town,300.7
433,189.0,63.0,94.0,82.0,61.0,97.0,Willington,CT,Farmer,Tolland County,town,189.63
434,383.0,74.0,191.0,87.0,103.0,61.0,Farmington,CT,Trader,Hartford County,town,383.74
435,67.0,48.0,33.0,74.0,18.0,21.0,Lebanon,CT,Widow,New London County,town,67.48
436,122.0,70.0,61.0,35.0,178.0,4.0,Lebanon,CT,Farmer,New London County,town,122.7
437,336.0,39.0,168.0,19.0,144.0,95.0,Stamford,CT,,Fairfield County,town,336.39
438,200.0,,100.0,,189.0,10.0,Hadley Massachusetts,MA,,Hampshire County,town,
439,33.0,20.0,16.0,60.0,,,Windham,CT,,Windham County,town,33.2
440,10.0,55.0,5.0,28.0,3.0,80.0,Canaan,CT,Farmer,Litchfield County,town,10.55
441,370.0,62.0,185.0,31.0,133.0,42.0,Colchester,CT,Widow,New London County,town,370.62
442,29.0,81.0,14.0,91.0,21.0,45.0,Killingworth,CT,Farmer,Middlesex County,town,29.81
443,17.0,71.0,8.0,86.0,18.0,66.0,Killingworth,CT,Farmer,Middlesex County,town,17.71
444,63.0,40.0,31.0,70.0,75.0,62.0,Killingworth,CT,Farmer,Middlesex County,town,63.4
445,17.0,71.0,8.0,86.0,18.0,66.0,Killingworth,CT,,Middlesex County,town,17.71
446,298.0,87.0,149.0,44.0,124.0,55.0,Hartford,CT,Merchant,Hartford County,town,298.87
447,249.0,93.0,124.0,96.0,192.0,,New Haven,CT,Attorney at Law,New Haven County,town,249.93
448,266.0,66.0,133.0,34.0,192.0,,East Haddam,CT,Farmer,Middlesex County,town,266.66
449,131.0,21.0,65.0,61.0,141.0,92.0,Lebanon,CT,Farmer,New London County,town,131.21
450,400.0,,200.0,,334.0,90.0,Farmington,CT,Farmer,Hartford County,town,
451,200.0,,100.0,,144.0,,Farmington,CT,Farmer,Hartford County,town,
452,468.0,23.0,234.0,11.0,570.0,5.0,Norwalk,CT,Treasurer,Fairfield County,town,468.23
453,421.0,87.0,210.0,93.0,180.0,,Norwalk,CT,Mariner,Fairfield County,town,421.87
454,382.0,22.0,191.0,11.0,267.0,44.0,Guilford,CT,Farmer,New Haven County,town,382.22
455,242.0,99.0,121.0,50.0,405.0,65.0,Norwalk,CT,Hatter,Fairfield County,town,242.99
456,6218.0,16.0,3109.0,8.0,1829.0,99.0,Lyme,CT,Gentleman,New London County,town,6218.16
457,117.0,58.0,58.0,80.0,46.0,83.0,Lyme,CT,Gentleman,New London County,town,117.58
458,350.0,25.0,175.0,12.0,384.0,,Southbury,CT,Gentleman,New Haven County,town,350.25
459,223.0,14.0,111.0,57.0,96.0,36.0,Preston,CT,Gentleman,New London County,town,223.14
460,199.0,74.0,99.0,87.0,49.0,95.0,Lyme,CT,Gentleman,New London County,town,199.74
461,549.0,27.0,274.0,63.0,240.0,,Milford,CT,Trader,New Haven County,town,549.27
462,11.0,67.0,5.0,84.0,10.0,50.0,New London,CT,,New London County,town,11.67
463,81.0,95.0,40.0,98.0,59.0,,Killingworth,CT,Farmer,Middlesex County,town,81.95
464,211.0,38.0,105.0,69.0,144.0,,Norwich,CT,Molster,New London County,town,211.38
465,12.0,94.0,6.0,48.0,9.0,32.0,Killingworth,CT,Farmer,Middlesex County,town,12.94
466,15.0,44.0,7.0,72.0,,,New London,CT,Widow,New London County,town,15.44
467,81.0,58.0,40.0,79.0,29.0,37.0,Norwich,CT,Gentleman,New London County,town,81.58
468,150.0,66.0,75.0,35.0,108.0,15.0,Norwich,CT,Gentleman,New London County,town,150.66
469,2129.0,29.0,1064.0,64.0,2526.0,35.0,Stamford,CT,Farmer,Fairfield County,town,2129.29
470,234.0,18.0,117.0,9.0,156.0,29.0,Fairfield,CT,Attorney at Law,Fairfield County,town,234.18
471,791.0,85.0,395.0,93.0,440.0,60.0,Huntington,CT,Farmer,Fairfield County,town,791.85
472,2101.0,74.0,1050.0,88.0,1776.0,1.0,Hebron,CT,Farmer,Tolland County,town,2101.74
473,35.0,30.0,17.0,66.0,9.0,53.0,Milford,CT,Farmer,New Haven County,town,35.3
474,15.0,78.0,7.0,90.0,4.0,25.0,Milford,CT,,New Haven County,town,15.78
475,158.0,86.0,79.0,44.0,106.0,51.0,Milford,CT,Farmer,New Haven County,town,158.86
476,578.0,36.0,289.0,18.0,609.0,69.0,Reading,CT,Farmer,Fairfield County,town,578.36
477,10.0,53.0,5.0,26.0,7.0,57.0,Milford,CT,Farmer,New Haven County,town,10.53
478,118.0,23.0,59.0,12.0,72.0,,Milford,CT,Farmer,New Haven County,town,118.23
479,78.0,82.0,39.0,41.0,36.0,,Milford,CT,Shoemaker,New Haven County,town,78.82
480,156.0,75.0,78.0,38.0,42.0,31.0,Ashford,CT,Farmer,Windham County,town,156.75
481,48.0,55.0,24.0,28.0,17.0,48.0,Woodstock,CT,Farmer,Windham County,town,48.55
482,283.0,78.0,141.0,90.0,143.0,11.0,Woodstock,CT,Farmer,Windham County,town,283.78
483,53.0,33.0,26.0,67.0,19.0,20.0,Woodstock,CT,Farmer,Windham County,town,53.33
484,56.0,13.0,28.0,7.0,63.0,87.0,Woodstock,CT,Farmer,Windham County,town,56.13
485,43.0,91.0,21.0,96.0,15.0,80.0,Woodstock,CT,Farmer,Windham County,town,43.91
486,130.0,48.0,65.0,24.0,93.0,94.0,New Haven,CT,,New Haven County,town,130.48
487,173.0,13.0,86.0,57.0,132.0,56.0,New Haven,CT,Trader,New Haven County,town,173.13
488,229.0,97.0,114.0,98.0,288.0,,New Haven,CT,Gentleman,New Haven County,town,229.97
489,276.0,37.0,138.0,19.0,336.0,,Boston state Massachusetts,MA,Gentleman,Suffolk County,town,276.37
490,2861.0,87.0,1430.0,94.0,1168.0,40.0,Worcester State Massachusetts,MA,Merchant,Worcester County,town,2861.87
491,351.0,97.0,175.0,99.0,328.0,11.0,Groton,CT,Farmer,New London County,town,351.97
492,87.0,4.0,43.0,53.0,382.0,68.0,Pomfret,CT,Gentleman,Windham County,town,87.04
493,273.0,46.0,136.0,73.0,375.0,24.0,Saybrook,CT,Gentleman,Middlesex County,town,273.46
494,211.0,59.0,105.0,80.0,152.0,34.0,Saybrook,CT,Farmer,Middlesex County,town,211.59
495,30.0,56.0,15.0,28.0,,,North Haven,CT,Shoemaker,New Haven County,town,30.56
496,479.0,94.0,239.0,98.0,382.0,72.0,Lyme,CT,Farmer,New London County,town,479.94
497,128.0,84.0,64.0,41.0,34.0,78.0,Fairfield,CT,,Fairfield County,town,128.84
498,716.0,36.0,358.0,19.0,515.0,78.0,Fairfield,CT,Farmer,Fairfield County,town,716.36
499,31.0,54.0,15.0,77.0,22.0,70.0,Lyme,CT,Widow,New London County,town,31.54
500,1606.0,96.0,803.0,49.0,505.0,62.0,Fairfield,CT,Farmer,Fairfield County,town,1606.96
501,466.0,66.0,233.0,34.0,336.0,,Fairfield,CT,Farmer,Fairfield County,town,466.66
502,23.0,87.0,11.0,94.0,17.0,18.0,Lyme,CT,,New London County,town,23.87
503,112.0,44.0,56.0,22.0,126.0,77.0,Farmington,CT,Farmer,Hartford County,town,112.44
504,14.0,56.0,7.0,29.0,,,New Milford,CT,Farmer,Litchfield County,town,14.56
505,306.0,28.0,153.0,14.0,82.0,69.0,Derby,CT,Committee of the 1st Ecclestical Society,New Haven County,town,306.28
506,50.0,43.0,25.0,22.0,70.0,69.0,Colchester,CT,Farmer,New London County,town,50.43
507,666.0,66.0,333.0,34.0,180.0,,Windham,CT,Attorney at Law,Windham County,town,666.66
508,4.0,48.0,2.0,25.0,,,Greenwich,CT,Gentleman,Fairfield County,town,4.48
509,200.0,,100.0,,144.0,,Windham,CT,Spinster,Windham County,town,
510,208.0,14.0,104.0,7.0,274.0,25.0,Stratford,CT,Post Rider,Fairfield County,town,208.14
511,200.0,,100.0,,144.0,,Hartford,CT,Farmer,Hartford County,town,
512,67.0,48.0,33.0,74.0,48.0,57.0,East Hartford,CT,Shoemaker,Hartford County,town,67.48
513,15.0,28.0,7.0,65.0,11.0,,Symsbury,CT,Farmer,Hartford County,town,15.28
514,352.0,73.0,176.0,37.0,95.0,23.0,Hartford,CT,,Hartford County,town,352.73
515,75.0,24.0,37.0,62.0,50.0,91.0,Chatham,CT,Farmer,Middlesex County,town,75.24
516,713.0,6.0,356.0,54.0,459.0,20.0,Saybrook,CT,Tanner,Middlesex County,town,713.06
517,200.0,,100.0,,144.0,,Glastonbury,CT,,Hartford County,town,
518,10.0,15.0,5.0,8.0,10.0,12.0,Chatham,CT,Widow,Middlesex County,town,10.15
519,555.0,86.0,277.0,93.0,637.0,27.0,New York,NY,Farmer,,state,555.86
520,26.0,22.0,13.0,11.0,18.0,88.0,Chatham,CT,Farmer,Middlesex County,town,26.22
521,267.0,12.0,133.0,57.0,192.0,32.0,Chatham,CT,Farmer,Middlesex County,town,267.12
522,217.0,94.0,108.0,97.0,158.0,63.0,Chatham,CT,Farmer,Middlesex County,town,217.94
523,137.0,1.0,68.0,51.0,72.0,15.0,Windsor,CT,Farmer,Hartford County,town,137.01
524,51.0,96.0,25.0,98.0,14.0,2.0,Stonington,CT,,New London County,town,51.96
525,70.0,69.0,35.0,34.0,51.0,53.0,Windsor,CT,Farmer,Hartford County,town,70.69
526,219.0,54.0,109.0,77.0,79.0,3.0,Milford,CT,School Committee,New Haven County,town,219.54
527,783.0,85.0,391.0,92.0,1566.0,12.0,Woodbury,CT,Farmer,Litchfield County,town,783.85
528,968.0,26.0,484.0,13.0,270.0,81.0,New London,CT,,New London County,town,968.26
529,336.0,64.0,168.0,33.0,116.0,83.0,Newington,CT,Society Committee,Hartford County,town,336.64
530,230.0,90.0,115.0,45.0,179.0,91.0,City of New York,NY,Merchant,New York County,town,230.9
531,133.0,30.0,66.0,66.0,35.0,97.0,Windsor,CT,Farmer,Hartford County,town,133.3
532,185.0,68.0,92.0,85.0,144.0,,Mansfield,CT,Physician,Tolland County,town,185.68
533,565.0,64.0,282.0,82.0,606.0,35.0,Windsor,CT,Widow,Hartford County,town,565.64
534,629.0,77.0,314.0,89.0,502.0,50.0,Hartford,CT,Farmer,Hartford County,town,629.77
535,547.0,44.0,273.0,72.0,526.0,89.0,Hebron,CT,Gentleman,Tolland County,town,547.44
536,13.0,58.0,6.0,80.0,3.0,66.0,State Vermont,VT,Farmer,,state,13.58
537,13.0,58.0,6.0,80.0,13.0,30.0,Vermont,VT,Farmer,,state,13.58
538,824.0,71.0,412.0,36.0,599.0,97.0,Middletown,CT,Merchant,Middlesex County,town,824.71
539,333.0,28.0,164.0,64.0,89.0,97.0,Hartford,CT,Spinster,Hartford County,town,333.28
540,223.0,72.0,111.0,86.0,188.0,25.0,Windsor,CT,Trader,Hartford County,town,223.72
541,50.0,52.0,25.0,26.0,27.0,6.0,Wethersfield,CT,,Hartford County,town,50.52
542,13.0,16.0,6.0,59.0,757.0,71.0,Windsor,CT,Inn Keeper,Hartford County,town,13.16
543,1573.0,33.0,786.0,67.0,424.0,80.0,Windsor,CT,Executor to the Estate of Tim Mather Deceased,Hartford County,town,1573.33
544,401.0,80.0,200.0,90.0,350.0,52.0,Thompson,CT,,Windham County,town,401.8
545,15.0,85.0,7.0,93.0,,,Middletown,CT,Gentleman,Middlesex County,town,15.85
546,167.0,48.0,83.0,75.0,649.0,30.0,Hartford,CT,Merchant,Hartford County,town,167.48
547,5.0,51.0,2.0,76.0,,,Windsor,CT,Farmer,Hartford County,town,5.51
548,42.0,99.0,21.0,50.0,,,Hartford,CT,Merchant,Hartford County,town,42.99
549,67.0,96.0,33.0,98.0,38.0,53.0,Farmington,CT,,Hartford County,town,67.96
550,7.0,70.0,3.0,85.0,5.0,54.0,Hartford,CT,Attorney at Law,Hartford County,town,7.7
551,517.0,42.0,258.0,72.0,279.0,64.0,Hartford,CT,,Hartford County,town,517.42
552,120.0,57.0,60.0,29.0,57.0,96.0,Tolland,CT,Widow,Tolland County,town,120.57
553,127.0,33.0,63.0,67.0,91.0,67.0,London,CT,Merchant,New London County,town,127.33
554,266.0,66.0,133.0,34.0,233.0,13.0,Middletown,CT,Gentleman,Middlesex County,town,266.66
555,35.0,26.0,17.0,63.0,9.0,51.0,Lebanon,CT,Widow,New London County,town,35.26
556,61.0,1.0,30.0,50.0,43.0,92.0,Lebanon,CT,Farmer,New London County,town,61.01
557,193.0,93.0,96.0,97.0,241.0,26.0,Hartford,CT,Trader,Hartford County,town,193.93
558,145.0,70.0,72.0,86.0,39.0,33.0,Hartford,CT,Trader,Hartford County,town,145.7
559,475.0,92.0,237.0,96.0,480.0,,Bolton,CT,Farmer,Tolland County,town,475.92
