,Search Names,Search Name,Original Names,Original Occupations,# debtholders,count,6p_Total,6p_def_Total,3p_Total,Location,Family Size,Slavecount,Match Status,Match Reason,url,origin
64,"['Daniel Rhodes', 'Thomas Halsey']",Thomas Halsey,"['Thomas Lloyd Halsey', 'Daniel Rhodes']",['Distiller'],2,1,415.0,257.0,26.0,"Providence, Providence, Rhode Island",11,2.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas+Lloyd_Halsey&name_x=s_s&residence=_cranston-providence-rhode+island-usa_5508&residence_x=1-0_1-1,Aggregated CD debt files
39,"['Theodorus Van Wyck Graham', 'Theo V W Graham']",Theo V W Graham,"['Theodosius V W Graham', 'Theo V W Graham']",,2,1,414.0,207.0,590.0,,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Theo V W_Graham&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
92,"['Gasper Smith', 'Japser Smith']",Japser Smith,"['Jasper Smith', 'Japser Smith']",[],2,1,414.0,257.0,205.0,Pennsylvania,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Japser_Smith&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,Aggregated CD debt files
16,"['Henry Van Renselear', 'Henry Van Rensealear']",Henry Van Renselear,"['Henry Van Renselear', 'Henry Van Rensealear']",,2,1,413.0,208.0,253.0,,,,No Match,Too Many Potential Matches Found (4),https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry Van_Renselear&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
150,"['John Dowe', 'John Don']",John Don,"['John Dow', 'John Don']",[],2,1,402.0,201.0,390.0,"Plainfield, Windham, Connecticut",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Don&name_x=ps_ps&residence=_plainfield-windham-connecticut-usa_3452&residence_x=1-0_1-1,Aggregated CD debt files
153,"['Zachariah Huntington', 'John Humphreys']",Zachariah Huntington,"['Zachariah Huntington', 'John Humphrey']",[],2,1,400.0,785.0,118.0,"Derby, New Haven, Connecticut",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Zachariah_Huntington&name_x=ps_ps&residence=_derby-new+haven-connecticut-usa_3332&residence_x=1-0_1-1,Aggregated CD debt files
195,"['Mary Elliot', 'Mary Ellott']",Mary Elliot,"['Mary Elliot', 'Mary Elliott']",[],2,1,380.0,189.0,129.0,"Baltimore, Maryland",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Mary_Elliot&name_x=ps_ps&residence=_baltimore-maryland-usa_223&residence_x=1-0_1-0,Aggregated CD debt files
201,"['Michael Gundarker', 'Michael Gunaker']",Michael Gunaker,"['Michael Gunaker', 'Michael Gundaker']",[],2,1,372.0,186.0,166.0,"Lancaster, Lancaster, Pennsylvania",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Michael_Gunaker&name_x=ps_ps&residence=_lancaster-lancaster-pennsylvania-usa_14386&residence_x=1-0_1-1,Aggregated CD debt files
227,"['Silas Mary', 'Silas May']",Silas Mary,"['Silas May', 'Silas Mary Treasurer and Co', 'Silas May Proprietors Treasurer']",['Proprietors'],2,1,366.0,183.0,171.0,"Woodstock, Windham, Connecticut",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Silas_Mary&name_x=ps_ps&residence=_woodstock-windham-connecticut-usa_3467&residence_x=1-0_1-1,Aggregated CD debt files
197,"['Matthew Greer', 'Matthew Green']",Matthew Green,"['Matthew Greer', 'Matthew Green']",[],2,1,363.0,181.0,144.0,"Bucks, Pennsylvania",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Matthew_Green&name_x=ps_ps&residence=_bucks-pennsylvania-usa_403&residence_x=1-0_1-0,Aggregated CD debt files
222,"['Samuel Griffin', 'Saml Griffith']",Samuel Griffin,"['Samuel Griffith', 'Samuel Griffin']",[],2,1,356.0,177.0,373.0,"Harford, Maryland",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Griffin&name_x=ps_ps&residence=_harford-maryland-usa_1302&residence_x=1-0_1-0,Aggregated CD debt files
171,"['John Watkins', 'John Walkins']",John Walkins,"['John Watkins', 'John Walkins']",[],2,1,348.0,174.0,250.0,"Anne Arundel, Maryland",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Walkins&name_x=ps_ps&residence=_anne+arundel-maryland-usa_169&residence_x=1-0_1-0,Aggregated CD debt files
132,"['James Holmes', 'James Helme']",James Holmes,"['James Helme', 'James Holmes']",['Esquire'],2,1,344.0,172.0,121.0,"South Kingston, Washington, Rhode Island",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Holmes&name_x=ps_ps&residence=_washington-rhode+island-usa_3072&residence_x=1-0_1-1,Aggregated CD debt files
241,"['William Beatly', 'William Beatty']",William Beatly,"['William Beatty', 'William Beatly']",[],2,1,336.0,217.0,345.0,"Frederick, Maryland",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Beatly&name_x=ps_ps&residence=_frederick-maryland-usa_1081&residence_x=1-0_1-0,Aggregated CD debt files
11,"['Elnathan Keyes', 'Amasa Keyes']",Amasa Keyes,"['Amasa and Elnathan Keyes', 'Amasa Keyes']",['Executor to Stephen Keyes Deceased'],2,1,333.0,0.0,192.0,"Hartford, Hartford, Connecticut",15,1.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Amasa_Keyes&name_x=1_1&residence=_Connecticut-usa_9&residence_x=1-0_1-0,Aggregated CD debt files
172,"['Jonathan Grant', 'Jonathan Grout']",Jonathan Grout,"['Jonathan Gront', 'Jonathan Grout']",[],2,1,326.0,212.0,171.0,Pennsylvania,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jonathan_Grout&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,Aggregated CD debt files
51,"['Christian Derricks', 'Christian Derck']",Christian Derricks,"['Christian Derrick', 'Christian Derricks']",[],2,1,325.0,213.0,139.0,"Philadelphia, Philadelphia, Pennsylvania",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Christian_Derricks&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Aggregated CD debt files
145,"['Jeremiah F', 'Jeremiah Jenkins']",Jeremiah Jenkins,"['Jeremiah F Jenkins', 'Jeremiah Fones Jenkins']",['Merchant'],2,1,306.0,152.0,485.0,"Providence, Providence, Rhode Island",11,0.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jeremiah+Fones_Jenkins&name_x=s_s&residence=_providence-providence-rhode+island-usa_5531&residence_x=1-0_1-0,Aggregated CD debt files
215,"['Richard Bush', 'Richard Burh']",Richard Burh,"['Richard Burh', 'Richard Bush']",['Butcher'],2,1,305.0,201.0,99.0,"Newport, Newport, Rhode Island",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Richard_Burh&name_x=ps_ps&residence=_newport-newport-rhode+island-usa_5500&residence_x=1-0_1-1,Aggregated CD debt files
0,"[' Robert Smith', 'Alexander Gillon']", Robert Smith,['Allexander Gillon and Robert Smith'],['Executor of Richard Beresford'],2,1,300.0,150.0,310.0,South Carolina,,,No Match,Too Many Potential Matches Found (12),https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=+Robert_Smith&name_x=1_1&residence=_South Carolina-usa_43&residence_x=1-0_1-0,Aggregated CD debt files
186,"['Josias Carvel', 'Josias Hall']",Josias Hall,"['Josiah Carvell Hall', 'Josias Carvel Hall', 'Josias C Hall']",[],2,1,298.0,148.0,337.0,"Patapsco Lower Hundred, Baltimore, Maryland",14,9.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Josias+C_Hall&name_x=s_s&residence=_baltimore-maryland-usa_223&residence_x=1-0_1-0,Aggregated CD debt files
138,"['James Mcgan', 'Jms Jms']",James Mcgan,"['James McGaw', 'James McGan']",[],2,1,298.0,198.0,181.0,"Harford, Maryland",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Mcgan&name_x=ps_ps&residence=_harford-maryland-usa_1302&residence_x=1-0_1-0,Aggregated CD debt files
52,"['Sarah Ward', 'Christopher Hill', 'Henry Sherbourne']",Sarah Ward,"['Henry Sherburne transfer from the register of the treasury', 'Christopher Hill transferred from the Register of the Treasury', 'Sarah Ward Transferred from the Register', 'the president and Co of bank of providence from the books in Massachusetts', 'Christopher Hill Transferred from the Register', 'Matthew Watson transferred from the office in Connecticut', 'Henry Sherburne']",[],3,1,297.0,83.0,31.0,Rhode Island,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Sarah_Ward&name_x=ps_ps&residence=_rhode+island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
53,"['Sarah Ward', 'Christopher Hill', 'Henry Sherbourne']",Henry Sherbourne,"['Henry Sherburne transfer from the register of the treasury', 'Christopher Hill transferred from the Register of the Treasury', 'Sarah Ward Transferred from the Register', 'the president and Co of bank of providence from the books in Massachusetts', 'Christopher Hill Transferred from the Register', 'Matthew Watson transferred from the office in Connecticut', 'Henry Sherburne']",[],3,1,297.0,83.0,31.0,"Newport, Newport, Rhode Island",6,0.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry_Sherburne&name_x=s_s&residence=_rhode+island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
231,"['Thomas A', 'Thomas A Reider']",Thomas A Reider,"['Thomas A Reeder', 'Thomas A Reider']",[],2,1,295.0,197.0,302.0, St Marys,,,Match,Only Location Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas+A_Reider&name_x=s_s&residence=_st+mary+s-maryland-usa_2769&residence_x=1-0_1-0,Aggregated CD debt files
128,"['John Brown', 'James Burrill', 'Mehitable Davis']",James Burrill,"['No 10927 in favour of John Brown', 'James Burrill Jun No 11722', 'No 11739 in Favor Mehitable Davis Adm to John Davis Deceased from the Register of the Treasure']",[],3,1,295.0,29.0,75.0,Rhode Island,,,No Match,Too Many Potential Matches Found (2),https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Burrill&name_x=1_1&residence=_Rhode Island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
129,"['John Brown', 'James Burrill', 'Mehitable Davis']",Mehitable Davis,"['No 10927 in favour of John Brown', 'James Burrill Jun No 11722', 'No 11739 in Favor Mehitable Davis Adm to John Davis Deceased from the Register of the Treasure']",[],3,1,295.0,29.0,75.0,Rhode Island,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Mehitable_Davis&name_x=ps_ps&residence=_rhode+island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
109,"['Ignatius Smith', 'James Smith']",James Smith,"['Ignatius Smith', 'James Smith', 'Iq Smith']",[],2,1,294.0,146.0,270.0,"Montgomery, Maryland",5,0.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Smith&name_x=1_1&residence=_montgomery-maryland-usa_2081&residence_x=1-0_1-0,Aggregated CD debt files
136,"['Stephen Davis', 'James Manning', 'Phillip Brown']",Stephen Davis,"['Stephen Davis Administrator No 11757', 'No 11758 in Favor Stephen Davis Adm To Jeremiah Davis Deceased from D', 'James Manning', 'Phillip Browne', 'Phillip Brown', 'Philip Brown']",[],3,1,293.0,70.0,60.0, Providence,,,Match,Only Location Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Stephen_Davis&name_x=1_1&residence=_Rhode Island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
137,"['Stephen Davis', 'James Manning', 'Phillip Brown']",Phillip Brown,"['Stephen Davis Administrator No 11757', 'No 11758 in Favor Stephen Davis Adm To Jeremiah Davis Deceased from D', 'James Manning', 'Phillip Browne', 'Phillip Brown', 'Philip Brown']",[],3,1,293.0,70.0,60.0,"Newport, Newport, Rhode Island",4,0.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Philip+N_Brown&name_x=s_s&residence=_rhode+island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
86,"['Francis Clement', 'Francis Dyer']",Francis Dyer,"['Francis Clement Dyer', 'Francis C Dyer']",[],2,1,288.0,193.0,269.0,"Prince Georges, Maryland",18,9.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Francis+C_Dyer&name_x=s_s&residence=_prince+george+s-maryland-usa_2438&residence_x=1-0_1-0,Aggregated CD debt files
32,"['Mary Frost', 'Maria De Freert']",Maria De Freert,"['Maria De Frust', 'Maria De Freert']",,2,1,285.0,192.0,211.0,,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Maria De_Freert&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
179,"['Joseph Huddell', 'Joseph Studdell']",Joseph Studdell,"['Joseph Huddell', 'Joseph Studdell']",[],2,1,270.0,185.0,178.0,"Philadelphia, Philadelphia, Pennsylvania",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Studdell&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Aggregated CD debt files
21,"['Stephen Hall', 'Anthony Bradford']",Anthony Bradford,['Anthony Bradford and Stephen Hall'],['Committee of the 1st Society of Plainville'],2,1,269.0,135.0,112.0,"Plainfield, Windham, Connecticut",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Anthony_Bradford&name_x=ps_ps&residence=_plainfield-windham-connecticut-usa_3452&residence_x=1-0_1-1,Aggregated CD debt files
243,"['Wm  Gavett', 'William Garrett']",William Garrett,"['William Govett', 'William Garrett']",['City Commr'],2,1,265.0,183.0,74.0,"Philadelphia, Philadelphia, Pennsylvania",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Garrett&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Aggregated CD debt files
247,"['William Waterman', 'William Waterman Cranstone']",William Waterman Cranstone,"['William Waterman', 'William Waterman Cranstone']",['Yeoman'],2,1,260.0,130.0,88.0,"Cranston, Providence, Rhode Island",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William+Waterman_Cranstone&name_x=ps_ps&residence=_cranston-providence-rhode+island-usa_5508&residence_x=1-0_1-1,Aggregated CD debt files
32,"['Thomas Harwood', 'Benjamin Harwood']",Benjamin Harwood,"['Thomas and Benjamin Harwood', 'William Harwood', 'Benjamin Harwood']",[],2,1,260.0,129.0,0.0,"Annapolis, Anne Arundel, Maryland",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Benjamin_Harwood&name_x=ps_ps&residence=_annapolis-anne+arundel-maryland-usa_6128&residence_x=1-0_1-1,Aggregated CD debt files
42,"['Charles Lee', 'Richard Lee']",Richard Lee,"['Charles Lee Virginia', 'Charles Lee', 'Richard Lee']",[],2,1,257.0,178.0,199.0,Virginia,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Richard_Lee&name_x=ps_ps&residence=_virginia-usa_49&residence_x=1-0_1-0,Aggregated CD debt files
235,"['Thomas Rummeril', 'Thomas Rumriel']",Thomas Rumriel,"['Thomas Rumreil', 'Thomas Rumriel']",['Esquire'],2,1,255.0,176.0,226.0,"Newport, Newport, Rhode Island",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Rumriel&name_x=ps_ps&residence=_newport-newport-rhode+island-usa_5500&residence_x=1-0_1-1,Aggregated CD debt files
232,"['Thomas Cockey Deye', 'Thomas C']",Thomas Cockey Deye,"['Thomas Cockey Deye', 'Thomas C Deye']",[],2,1,243.0,170.0,311.0, Baltimore,,,Match,Only Location Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas+Cockey_Deye&name_x=s_s&residence=_baltimore-maryland-usa_223&residence_x=1-0_1-0,Aggregated CD debt files
102,"['Henry Smith', 'Kenry Smith']",Kenry Smith,"['Kenry Smith', 'Henry Smith']",[],2,1,243.0,171.0,120.0,"Montgomery, Pennsylvania",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Kenry_Smith&name_x=ps_ps&residence=_montgomery-pennsylvania-usa_2087&residence_x=1-0_1-0,Aggregated CD debt files
87,"['Frederick Smith', 'The Frederick Smith']",The Frederick Smith,"['Frederick Smith', 'The Frederick Smith']",['Reverend'],2,1,236.0,118.0,263.0,"Philadelphia, Philadelphia, Pennsylvania",,,No Match,Too Many Potential Matches Found (6),https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=The+Frederick_Smith&name_x=s_s&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Aggregated CD debt files
72,"['Jeremiah Cowles', 'Elias Cowles']",Jeremiah Cowles,['Elias and Jeremiah Cowles'],[],2,1,229.0,114.0,108.0,"Farmington, Hartford, Connecticut",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jeremiah_Cowles&name_x=ps_ps&residence=_farmington-hartford-connecticut-usa_748&residence_x=1-0_1-1,Aggregated CD debt files
35,"['Eunice Wadsworth', 'Betsey Wadsworth']",Betsey Wadsworth,['Eunice and Betsey Wadsworth'],[],2,1,227.0,163.0,144.0,"Hartford, Hartford, Connecticut",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Betsey_Wadsworth&name_x=ps_ps&residence=_hartford-hartford-connecticut-usa_999&residence_x=1-0_1-1,Aggregated CD debt files
28,"['Benjamin Bourne', 'Benjamin Brown']",Benjamin Brown,"['Benjamin Bourn', 'Benjamin Bourne', 'Benjamin Brown']",[],2,1,208.0,104.0,166.0,Rhode Island,,,No Match,Too Many Potential Matches Found (5),https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Benjamin_Brown&name_x=1_1&residence=_Rhode Island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
108,"['Ichabod Northup', 'Ichabod Nathup']",Ichabod Nathup,"['Ichabod Northup', 'Ichabod Nathup']",[],2,1,207.0,152.0,145.0,"Warwick, Kent, Rhode Island",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ichabod_Nathup&name_x=ps_ps&residence=_warwick-kent-rhode+island-usa_5485&residence_x=1-0_1-1,Aggregated CD debt files
1,"['Daggett Daggett', 'Abner Daggett']",Abner Daggett,"['Abner Daggett', 'Abener Daggett']",['Innholder'],2,1,203.0,150.0,191.0,"Providence, Providence, Rhode Island",7,0.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abner_Daggett&name_x=1_1&residence=_providence-providence-rhode island-usa_5531&residence_x=1-0_1-0,Aggregated CD debt files
62,"['Daniel Boyd', 'Daniel Boyle']",Daniel Boyd,"['Daniel Boyd', 'Daniel Boyle']",['Esquire'],2,1,201.0,149.0,143.0,"Frederick, Maryland",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Daniel_Boyd&name_x=ps_ps&residence=_frederick-maryland-usa_1081&residence_x=1-0_1-0,Aggregated CD debt files
177,"['Joseph Buckley', 'Joseph Bulkley']",Joseph Bulkley,"['Joseph Bulkley', 'Joseph Buckley']",[],2,1,197.0,98.0,265.0,"Wethersfield, Hartford, Connecticut",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Bulkley&name_x=ps_ps&residence=_wethersfield-hartford-connecticut-usa_2999&residence_x=1-0_1-1,Aggregated CD debt files
103,"['Henry Zealor', 'Margaret Fisher']",Henry Zealor,"['Henry Zealor and Margaret Fisher', 'Zealor E Fisher', 'Margaret Fisher']",[],2,1,196.0,98.0,247.0,"Frederick, Maryland",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry_Zealor&name_x=ps_ps&residence=_frederick-maryland-usa_1081&residence_x=1-0_1-0,Aggregated CD debt files
189,"['Samuel Grosvenor', 'Leml Grosvenor']",Samuel Grosvenor,"['Lemuel Grosvenor', 'Samuel Grosvenor']",['Gentleman'],2,1,195.0,148.0,99.0,"Pomfret, Windham, Connecticut",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Grosvenor&name_x=ps_ps&residence=_pomfret-windham-connecticut-usa_3454&residence_x=1-0_1-1,Aggregated CD debt files
216,"['Richard Hart', 'William Joseph']",Richard Hart,['William Joseph and Richard Hart'],[],2,1,191.0,96.0,152.0,"Hartford, Hartford, Connecticut",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Richard_Hart&name_x=ps_ps&residence=_hartford-hartford-connecticut-usa_999&residence_x=1-0_1-1,Aggregated CD debt files
30,"['William Harwood', 'Thomas Harwood', 'Benjamin Harwood']",Thomas Harwood,"['Thomas and Benjamin Harwood', 'William Harwood', 'Benjamin Harwood']",[],3,1,188.0,94.0,243.0,"Anne Arundel, Maryland",58,49.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Harwood&name_x=1_1&residence=_annapolis-anne+arundel-maryland-usa_6128&residence_x=1-0_1-1,Aggregated CD debt files
31,"['William Harwood', 'Thomas Harwood', 'Benjamin Harwood']",Benjamin Harwood,"['Thomas and Benjamin Harwood', 'William Harwood', 'Benjamin Harwood']",[],3,1,188.0,94.0,243.0,"Annapolis, Anne Arundel, Maryland",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Benjamin_Harwood&name_x=ps_ps&residence=_annapolis-anne+arundel-maryland-usa_6128&residence_x=1-0_1-1,Aggregated CD debt files
110,"['William Learned', 'Innis Clarke', 'Joseph Nightingale']",Innis Clarke,"['Clark and Nightingale transfer from register', 'William Larned', 'Clark and Nightingale transfer from Register', 'Clark and Nightingale']",['Merchant'],3,1,186.0,93.0,175.0,"Providence, Providence, Rhode Island",13,0.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph+Innes_Clark&name_x=s_s&residence=_providence-providence-rhode+island-usa_5531&residence_x=1-0_1-0,Aggregated CD debt files
111,"['William Learned', 'Innis Clarke', 'Joseph Nightingale']",Joseph Nightingale,"['Clark and Nightingale transfer from register', 'William Larned', 'Clark and Nightingale transfer from Register', 'Clark and Nightingale']",['Merchant'],3,1,186.0,93.0,175.0,"Providence, Providence, Rhode Island",19,5.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Nightingale&name_x=1_1&residence=_providence-providence-rhode island-usa_5531&residence_x=1-0_1-0,Aggregated CD debt files
74,"['Eliphalet Slack', 'Eliphalet Stark']",Eliphalet Stark,"['Eliphalet Slack', 'Eliphalet Stark']",['Esquire'],2,1,182.0,90.0,364.0,"Rehoboth, Bristol, Massachusetts",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Eliphalet_Stark&name_x=ps_ps&residence=_rehoboth-bristol-massachusetts-usa_4346&residence_x=1-0_1-1,Aggregated CD debt files
174,"['Joseph A Rechards', 'William Learned']",Joseph A Rechards,"['Joseph A Rechards Transfer from Treasury', 'William Learned transfer from register', 'William Larned transfer from Register', 'Clark and Nightingale transfer from register', 'William Larned', 'Clark and Nightingale transfer from Register']",[],2,1,178.0,139.0,974.0,Rhode Island,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph+A_Rechards&name_x=ps_ps&residence=_rhode+island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
65,"['David L Barnes', 'Joseph Jenks']",David L Barnes,['Joseph Jenckes and David L Barnes'],['Extors to the Late Jn Jenckes Esq Deceased'],2,1,174.0,87.0,90.0,"Providence, Providence, Rhode Island",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David+L_Barnes&name_x=ps_ps&residence=_providence-providence-rhode+island-usa_5531&residence_x=1-0_1-1,Aggregated CD debt files
16,"['Andrew Warman', 'andrew Workman']",andrew Workman,"['Andrew Workman', 'Andrew Worman']",[],2,1,168.0,84.0,95.0,"Frederick, Maryland",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=andrew_Workman&name_x=ps_ps&residence=_frederick-maryland-usa_1081&residence_x=1-0_1-0,Aggregated CD debt files
37,"['Simon Van Antioch', 'Simon Van Antwerp']",Simon Van Antioch,"['Simon Van Antioch', 'Simon Van Antwerp']",,2,1,166.0,83.0,94.0,,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Simon Van_Antioch&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
95,"['Godfrey Baker', 'Godfrey Baker Mp']",Godfrey Baker Mp,"['Godfrey Baker and Comp', 'Godfrey Baker and Company', 'Godfrey Baker and Co']",[],2,1,164.0,131.0,17.0,Pennsylvania,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Godfrey+Baker_Mp&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,Aggregated CD debt files
239,"['William French', 'Wiiliam French']",Wiiliam French,"['Wiiliam French', 'William French']",[],2,1,157.0,78.0,131.0,Pennsylvania,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Wiiliam_French&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,Aggregated CD debt files
33,"['Benjamin Hoxsie', 'Benjamin Hoxvie']",Benjamin Hoxvie,"['Benjamin Hoxvie', 'Benjamin Hoxsie']",['Yeoman'],2,1,156.0,127.0,126.0,"Charlestown, Washington, Rhode Island",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Benjamin_Hoxvie&name_x=ps_ps&residence=_charlestown-washington-rhode+island-usa_5543&residence_x=1-0_1-1,Aggregated CD debt files
